search,split,n,time_taken
500,12500,200000,1068109004
500,12500,200000,1049019345
500,12500,200000,1104586524
500,12500,200000,1053286668
500,12500,200000,1109662704
500,12500,200000,1062863473
500,12500,200000,1085601080
500,12500,200000,1071401277
500,12500,200000,1064305914
500,12500,200000,1103048550
500,12500,200000,1044170544
500,12500,200000,1056254845
500,12500,200000,1081295861
500,12500,200000,1146148119
500,12500,200000,1161542458
500,12500,200000,1113227754
500,12500,200000,1143310211
500,12500,200000,1139671341
500,12500,200000,1102657346
500,12500,200000,1085131714
500,12500,200000,1051180244
500,12500,200000,1067270539
500,12500,200000,1108432641
500,12500,200000,1185768694
500,12500,200000,1077167097
500,12500,200000,1073050177
500,12500,200000,1093849923
500,12500,200000,1062291075
500,12500,200000,1159664204
500,12500,200000,1072456857
500,12500,200000,1048833020
500,12500,200000,1047751386
500,12500,200000,1124091466
500,12500,200000,1165536609
500,12500,200000,1053896962
500,12500,200000,1075351610
500,12500,200000,1081504688
500,12500,200000,1078420056
500,12500,200000,1110158913
500,12500,200000,1120443123
500,12500,200000,1085975705
500,12500,200000,1064806466
500,12500,200000,1101268986
500,12500,200000,1125481011
500,12500,200000,1105336167
500,12500,200000,1062518850
500,12500,200000,1090457382
500,12500,200000,1056995410
500,12500,200000,1167907519
500,12500,200000,1083346228
500,12500,200000,1090923590
500,12500,200000,1064786334
500,12500,200000,1075336215
500,12500,200000,1174882086
500,12500,200000,1043842896
500,12500,200000,1090853322
500,12500,200000,1109980088
500,12500,200000,1071479833
500,12500,200000,1144756206
500,12500,200000,1080478714
500,12500,200000,1057085019
500,12500,200000,1074931194
500,12500,200000,1089813928
500,12500,200000,1150887571
500,12500,200000,1113339471
500,12500,200000,1071382723
500,12500,200000,1116315543
500,12500,200000,1057519647
500,12500,200000,1142923349
500,12500,200000,1058658521
500,12500,200000,1086689820
500,12500,200000,1113725148
500,12500,200000,1083718090
500,12500,200000,1195928555
500,12500,200000,1133376151
500,12500,200000,1082318282
500,12500,200000,1108211971
500,12500,200000,1068963257
500,12500,200000,1117436259
500,12500,200000,1100155771
500,12500,200000,1061213783
500,12500,200000,1128204440
500,12500,200000,1065841519
500,12500,400000,3834466155
500,12500,400000,3708700918
500,12500,400000,3733583636
500,12500,400000,3715494685
500,12500,400000,3675434352
500,12500,400000,3696685699
500,12500,400000,3690784082
500,12500,400000,3708056279
500,12500,400000,3705322587
500,12500,400000,3755127499
500,12500,400000,3718666164
500,12500,400000,3741257317
500,12500,400000,3717625584
500,12500,400000,3766631902
500,12500,400000,3829042193
500,12500,400000,3808056122
500,12500,400000,3802200296
500,12500,400000,3753189242
500,12500,400000,3722170816
500,12500,400000,3746851418
500,12500,400000,4054510019
500,12500,400000,3693749102
500,12500,400000,3765739356
500,12500,400000,3787660212
500,12500,400000,3757516963
500,12500,400000,3843726758
500,12500,400000,3697056771
500,12500,400000,3755647788
500,12500,400000,3668212272
500,12500,400000,3768636478
500,12500,400000,3777084672
500,12500,400000,3743985483
500,12500,400000,3812431214
500,12500,400000,3775007066
500,12500,400000,3804440148
500,12500,400000,3717134506
500,12500,400000,3785893675
500,12500,400000,3732785832
500,12500,400000,3711451190
500,12500,400000,3717047265
500,12500,400000,3705934066
500,12500,400000,3693878582
500,12500,400000,3807876113
500,12500,400000,3739002859
500,12500,400000,3782734039
500,12500,400000,3739492753
500,12500,400000,3748299782
500,12500,400000,3745372263
500,12500,400000,3733421390
500,12500,400000,3779532955
500,12500,400000,3812032904
500,12500,400000,3740270030
500,12500,400000,3738163211
500,12500,400000,3730384919
500,12500,400000,3690979487
500,12500,400000,3741181918
500,12500,400000,3729533429
500,12500,400000,3791671733
500,12500,400000,3783614742
500,12500,400000,3817578451
500,12500,400000,3775628809
500,12500,400000,3787398488
500,12500,400000,3881763174
500,12500,400000,3704554391
500,12500,400000,3791323952
500,12500,400000,3713944869
500,12500,400000,3810587304
500,12500,400000,3805308218
500,12500,400000,3839611022
500,12500,400000,3711262890
500,12500,400000,3693899109
500,12500,400000,3721991201
500,12500,400000,3751913387
500,12500,400000,3744791576
500,12500,400000,3789398722
500,12500,400000,3745917028
500,12500,400000,3788388934
500,12500,400000,3695025746
500,12500,400000,3790971434
500,12500,400000,3752303012
500,12500,400000,3733539028
500,12500,400000,3787477834
500,12500,400000,3690833427
500,12500,400000,3730917842
500,12500,400000,3800099400
500,12500,400000,3827341581
500,12500,400000,3719859909
500,12500,400000,3718742746
500,12500,400000,3781841494
500,12500,400000,3745583459
500,12500,400000,2603022496
500,12500,400000,2599887731
500,12500,400000,2541542647
500,12500,400000,2597529059
500,12500,400000,2594972217
500,12500,400000,2485772958
500,12500,400000,2598677406
500,12500,400000,2478091381
500,12500,400000,2589953671
500,12500,400000,2526775973
500,12500,400000,2637995203
500,12500,400000,2505965173
500,12500,400000,2683177905
500,12500,400000,2514422052
500,12500,400000,2653887330
500,12500,400000,2481328783
500,12500,400000,2694604540
500,12500,400000,2564961605
500,12500,400000,2639753451
500,12500,400000,2502350383
500,12500,400000,2485605976
500,12500,400000,2621068023
500,12500,400000,2472933486
500,12500,400000,2636298538
500,12500,400000,2604297562
500,12500,400000,2649882915
500,12500,400000,2484523157
500,12500,400000,2641410246
500,12500,400000,2538104314
500,12500,400000,2623238792
500,12500,400000,2582938444
500,12500,400000,2691743737
500,12500,400000,2587224322
500,12500,400000,2645826787
500,12500,400000,2538521967
500,12500,400000,2623110891
500,12500,400000,2537783771
500,12500,400000,2518611213
500,12500,400000,2632195433
500,12500,400000,2943312895
500,12500,400000,2620460492
500,12500,400000,2558343110
500,12500,400000,2648538373
500,12500,400000,2570845459
500,12500,400000,2582529081
500,12500,400000,2556644865
500,12500,400000,2534509656
500,12500,400000,2530370629
500,12500,400000,2636265377
500,12500,400000,2476819869
500,12500,400000,2604347695
500,12500,400000,2504606025
500,12500,400000,2633042187
500,12500,400000,2514066376
500,12500,400000,2563941554
500,12500,400000,2525061148
500,12500,400000,2513082641
500,12500,400000,2619334250
500,12500,400000,2592878031
500,12500,400000,2618497366
500,12500,400000,2656082574
500,12500,400000,2527329027
500,12500,400000,2524004383
500,12500,400000,2617742590
500,12500,400000,2479287101
500,12500,400000,2626739497
500,12500,400000,2479468689
500,12500,400000,2600460524
500,12500,400000,2591640863
500,12500,400000,2729690937
500,12500,400000,2500147639
500,12500,400000,2679174279
500,12500,400000,2482858072
500,12500,400000,2526743602
500,12500,400000,2549357257
500,12500,400000,2493289920
500,12500,400000,2553750902
500,12500,400000,2451665953
500,12500,400000,2593989272
500,12500,400000,2507826847
500,12500,400000,2585501997
500,12500,400000,2447214279
500,12500,400000,2565547031
500,12500,400000,2524990881
500,12500,400000,2762529192
500,12500,400000,2504133501
500,12500,400000,2565095823
500,12500,400000,2519977073
500,12500,400000,2546140777
500,12500,400000,2573661261
500,12500,400000,2676333212
500,12500,400000,2560303473
500,12500,400000,2562617538
500,12500,400000,2610538275
500,12500,400000,2583436233
500,12500,400000,2558161522
500,12500,400000,2541112362
500,12500,400000,2633058766
500,12500,400000,2515765410
500,12500,400000,2648473238
500,12500,400000,2471742505
500,12500,400000,2651522341
500,12500,400000,2499672746
500,12500,400000,2603351724
500,12500,400000,2509267315
500,12500,400000,2574942247
500,12500,400000,2518983864
500,12500,400000,2622712186
500,12500,400000,2553846828
500,12500,400000,2548529056
500,12500,400000,2631387365
500,12500,400000,2547138722
500,12500,400000,2529733097
500,12500,400000,2501535605
500,12500,400000,2599762593
500,12500,400000,2556244977
500,12500,400000,2605089049
500,12500,400000,2476155099
500,12500,400000,2602968415
500,12500,400000,2516792963
500,12500,400000,2751692718
500,12500,400000,2557598993
500,12500,400000,2599660351
500,12500,400000,2479718570
500,12500,400000,2602253905
500,12500,400000,2523839375
500,12500,400000,2542046751
500,12500,400000,2745377396
500,12500,400000,2464249623
500,12500,400000,2495937556
500,12500,400000,2467416758
500,12500,400000,2502751851
500,12500,400000,2531382786
500,12500,400000,2607189551
500,12500,400000,3031809519
500,12500,400000,2744366423
500,12500,400000,2573924564
500,12500,400000,2714797150
500,12500,400000,2607217579
500,12500,400000,2666763513
500,12500,400000,2545669437
500,12500,400000,2683796093
500,12500,400000,2464132774
500,12500,400000,2683649639
500,12500,400000,2541989512
500,12500,400000,2646259046
500,12500,400000,2627251101
500,12500,400000,2572980700
500,12500,400000,2504549574
500,12500,400000,2545176780
500,12500,400000,2716466972
500,12500,400000,2653623238
500,12500,400000,2593534512
500,12500,400000,2610595515
500,12500,400000,2663263598
500,12500,400000,2623960802
500,12500,400000,2942806028
500,12500,400000,2863627249
500,12500,400000,2611436742
500,12500,400000,2905249636
500,12500,400000,2619500443
500,12500,400000,2570997836
500,12500,400000,2781254885
500,12500,400000,2457687576
500,12500,400000,2644093804
500,12500,400000,2403048076
500,12500,400000,2566196406
500,12500,400000,2778055774
500,12500,400000,2642198576
500,12500,400000,2715819965
500,12500,400000,2690056940
500,12500,400000,2890444670
500,12500,400000,2643477193
500,12500,400000,2518232642
500,12500,400000,2791664627
500,12500,400000,2556181816
500,12500,400000,2461998717
500,12500,400000,2503387409
500,12500,400000,2446219886
500,12500,400000,2489094443
500,12500,400000,2495248704
500,12500,400000,2546355129
500,12500,400000,2477885714
500,12500,400000,2527423373
500,12500,400000,2519894963
500,12500,400000,2511976138
500,12500,400000,2467022001
500,12500,400000,2553564182
500,12500,400000,2451341858
500,12500,400000,2454351880
500,12500,400000,2453600262
500,12500,400000,2451499761
500,12500,400000,2517050344
500,12500,400000,2476675388
500,12500,400000,2504726821
500,12500,400000,2541057886
500,12500,400000,2616894257
500,12500,400000,2501849437
500,12500,400000,2509187574
500,12500,400000,2513856760
500,12500,400000,2532561531
500,12500,400000,2520526179
500,12500,400000,2502280116
500,12500,400000,2476966325
500,12500,400000,2434133611
500,12500,400000,2475344267
500,12500,400000,2464313968
500,12500,400000,2502891989
500,12500,400000,2499963683
500,12500,400000,2514315862
500,12500,400000,2489366036
500,12500,400000,2505013413
500,12500,400000,2451773722
500,12500,400000,2519416123
500,12500,400000,2466127481
500,12500,400000,2481648142
500,12500,400000,2563556271
500,12500,400000,2479469084
500,12500,400000,2545959978
500,12500,400000,2516593215
500,12500,400000,2508285555
500,12500,400000,2490802162
500,12500,400000,2601702034
500,12500,400000,2558512066
500,12500,400000,2519945491
500,12500,400000,2525901585
500,12500,400000,2545519429
500,12500,400000,2474929772
500,12500,400000,2443540670
500,12500,400000,2590501199
500,12500,400000,2521096603
500,12500,400000,2597337995
500,12500,400000,2471573154
500,12500,400000,2589466936
500,12500,400000,2420036444
500,12500,400000,2529715728
500,12500,400000,2465985369
500,12500,400000,2560931137
500,12500,400000,2501646531
500,12500,400000,2503853223
500,12500,400000,2529183201
500,12500,400000,2448156563
500,12500,400000,2512017982
500,12500,400000,2438538704
500,12500,400000,2554339090
500,12500,400000,2408326372
500,12500,400000,2529300048
500,12500,400000,2433610953
500,12500,400000,2621750163
500,12500,400000,2574393140
500,12500,400000,2542913638
500,12500,400000,2487094210
500,12500,400000,2481250227
500,12500,400000,2434468365
500,12500,400000,2477800840
500,12500,400000,2524814425
500,12500,400000,2441262133
500,12500,400000,2579795784
500,12500,400000,2507136022
500,12500,400000,2510239996
500,12500,400000,2451774117
500,12500,400000,2468472338
500,12500,400000,2508593465
500,12500,400000,2484307620
500,12500,400000,2478877738
500,12500,400000,2516867966
500,12500,400000,2545175596
500,12500,400000,2500575161
500,12500,400000,2536677268
500,12500,400000,2425257894
500,25000,10000,129586484
500,25000,10000,101585976
500,25000,10000,70449123
500,25000,10000,65677301
500,25000,10000,53111396
500,25000,10000,76046382
500,25000,10000,77075119
500,25000,10000,83992840
500,25000,10000,56630654
500,25000,10000,51146295
500,25000,10000,49729513
500,25000,10000,47565455
500,25000,10000,51016026
500,25000,10000,47746648
500,25000,10000,45929187
500,25000,10000,44920978
500,25000,10000,53684583
500,25000,10000,48563006
500,25000,10000,49255409
500,25000,10000,43284315
500,25000,10000,44420031
500,25000,10000,50719563
