search,split,n,time_taken
500,25000,10000,42909296
500,25000,10000,45357974
500,25000,10000,45852209
500,25000,10000,46184200
500,25000,10000,48757226
500,25000,10000,50217827
500,25000,10000,47466370
500,25000,10000,49750434
500,25000,10000,100501973
500,25000,10000,48946710
500,25000,10000,44982954
500,25000,10000,44691229
500,25000,10000,42392953
500,25000,10000,40587730
500,25000,10000,40038228
500,25000,10000,41523304
500,25000,10000,40790240
500,25000,10000,41279739
500,25000,10000,41598703
500,25000,10000,41074071
500,25000,10000,41380402
500,25000,10000,45873527
500,25000,10000,43424059
500,25000,10000,41152627
500,25000,10000,41380007
500,25000,10000,44811630
500,25000,10000,41201577
500,25000,10000,46750282
500,25000,10000,43106280
500,25000,10000,45265206
500,25000,10000,40764186
500,25000,10000,40765765
500,25000,10000,45866815
500,25000,10000,41921219
500,25000,10000,42936929
500,25000,10000,41448300
500,25000,10000,39495438
500,25000,10000,41158154
500,25000,10000,116433181
500,25000,10000,93220285
500,25000,10000,113466582
500,25000,10000,136942386
500,25000,10000,160278051
500,25000,10000,187043760
500,25000,10000,151137847
500,25000,10000,95481058
500,25000,10000,104346117
500,25000,10000,99937470
500,25000,10000,58040726
500,25000,10000,43476562
500,25000,10000,41165654
500,25000,10000,42454141
500,25000,10000,44143701
500,25000,10000,41289213
500,25000,10000,44348185
500,25000,10000,57338849
500,25000,10000,43006407
500,25000,10000,43042329
500,25000,10000,44441348
500,25000,10000,45332709
500,25000,10000,49687274
500,25000,10000,43952639
500,25000,10000,51995023
500,25000,10000,43673940
500,25000,10000,42687837
500,25000,10000,42842187
500,25000,10000,44670702
500,25000,10000,48728803
500,25000,10000,87051812
500,25000,10000,51466838
500,25000,10000,46835549
500,25000,10000,48722093
500,25000,10000,46079195
500,25000,10000,45654831
500,25000,10000,45963925
500,25000,10000,45905502
500,25000,10000,45586933
500,25000,10000,46091037
500,25000,10000,48540110
500,25000,10000,43419716
500,25000,10000,46441976
500,25000,10000,43897768
500,25000,10000,43499853
500,25000,10000,44918609
500,25000,10000,49177642
500,25000,10000,42648756
500,25000,10000,47648354
500,25000,10000,46929896
500,25000,10000,45522982
500,25000,10000,44745310
500,25000,10000,45961557
500,25000,10000,44566880
500,25000,10000,45472453
500,25000,10000,43873293
500,25000,10000,49912680
500,25000,10000,43529064
500,25000,10000,48829071
500,25000,10000,43057330
500,25000,10000,166159930
500,25000,10000,124291609
500,25000,10000,42614412
500,25000,10000,42296633
500,25000,10000,50650085
500,25000,10000,47964159
500,25000,10000,48949867
500,25000,10000,45454295
500,25000,10000,42810606
500,25000,10000,49275147
500,25000,10000,43083384
500,25000,10000,49757935
500,25000,10000,50815489
500,25000,10000,42247683
500,25000,10000,47263466
500,25000,10000,43110227
500,25000,10000,44187914
500,25000,10000,55087944
500,25000,10000,46087879
500,25000,10000,42036489
500,25000,10000,46966213
500,25000,10000,43996851
500,25000,10000,49940313
500,25000,10000,43279578
500,25000,10000,48339573
500,25000,10000,87354986
500,25000,10000,97400762
500,25000,10000,83724801
500,25000,10000,60188205
500,25000,10000,51305383
500,25000,10000,123159840
500,25000,10000,179932608
500,25000,10000,110409584
500,25000,10000,134279750
500,25000,10000,58446931
500,25000,10000,44429900
500,25000,10000,42806659
500,25000,10000,48006003
500,25000,10000,43562619
500,25000,10000,43869739
500,25000,10000,43743812
500,25000,10000,56274583
500,25000,10000,49502133
500,25000,10000,51353938
500,25000,10000,46215781
500,25000,10000,39791505
500,25000,10000,48104298
500,25000,10000,47866260
500,25000,10000,54104209
500,25000,10000,42339662
500,25000,10000,42378348
500,25000,10000,42630598
500,25000,10000,43216022
500,25000,10000,42493222
500,25000,10000,52396491
500,25000,10000,53491152
500,25000,10000,52025419
500,25000,10000,53058893
500,25000,10000,42100833
500,25000,10000,46605405
500,25000,10000,53359303
500,25000,10000,55742846
500,25000,10000,45412055
500,25000,10000,47042007
500,25000,10000,47971265
500,25000,10000,50343754
500,25000,10000,49014607
500,25000,10000,43463535
500,25000,10000,55709687
500,25000,10000,46181437
500,25000,10000,51054712
500,25000,10000,46254072
500,25000,10000,54984912
500,25000,10000,44636358
500,25000,10000,54221058
500,25000,10000,50646927
500,25000,10000,49070663
500,25000,10000,46133276
500,25000,10000,57730842
500,25000,10000,50688377
500,25000,10000,43900531
500,25000,10000,55832851
500,25000,10000,49200144
500,25000,10000,49405022
500,25000,10000,47163592
500,25000,10000,45054011
500,25000,10000,52943624
500,25000,10000,42711523
500,25000,10000,42840214
500,25000,10000,47241754
500,25000,10000,45037825
500,25000,10000,43973561
500,25000,10000,46520138
500,25000,10000,51408809
500,25000,10000,50865623
500,25000,10000,48960920
500,25000,10000,43170625
500,25000,10000,49180406
500,25000,10000,42690205
500,25000,10000,53259035
500,25000,10000,47709936
500,25000,10000,42547698
500,25000,10000,43027723
500,25000,10000,46984767
500,25000,10000,45357184
500,25000,10000,49808858
500,25000,10000,43582751
500,25000,10000,48370364
500,25000,10000,52846119
500,25000,10000,44710572
500,25000,10000,43737496
500,25000,10000,47010821
500,25000,10000,54937542
500,25000,10000,46165647
500,25000,10000,42462037
500,25000,10000,50434943
500,25000,10000,45650488
500,25000,10000,49518712
500,25000,10000,51215773
500,25000,10000,41876612
500,25000,10000,152044999
500,25000,10000,196229360
500,25000,10000,104136895
500,25000,10000,162945029
500,25000,10000,101212141
500,25000,10000,84613004
500,25000,10000,156828664
500,25000,10000,239030887
500,25000,10000,120585235
500,25000,10000,77220785
500,25000,10000,61608540
500,25000,10000,62034483
500,25000,10000,49045793
500,25000,10000,50431391
500,25000,10000,44608330
500,25000,10000,42490064
500,25000,10000,48643931
500,25000,10000,42632571
500,25000,10000,52706375
500,25000,10000,52070422
500,25000,10000,43089700
500,25000,10000,60557303
500,25000,10000,55900353
500,25000,10000,52286354
500,25000,10000,53606816
500,25000,10000,50280988
500,25000,10000,45636278
500,25000,10000,45421924
500,25000,10000,45193360
500,25000,10000,42800738
500,25000,10000,51458943
500,25000,10000,45746415
500,25000,10000,46924764
500,25000,10000,55651657
500,25000,10000,51013657
500,25000,10000,41597519
500,25000,10000,52505838
500,25000,10000,47674802
500,25000,10000,52803090
500,25000,10000,42566252
500,25000,10000,45417582
500,25000,10000,43399190
500,25000,10000,48601297
500,25000,10000,48225488
500,25000,10000,49813991
500,25000,10000,43235759
500,25000,10000,48116930
500,25000,10000,41637389
500,25000,10000,46911737
500,25000,10000,43132334
500,25000,10000,50955627
500,25000,10000,48156406
500,25000,10000,53266140
500,25000,10000,43698021
500,25000,10000,42933771
500,25000,10000,46424607
500,25000,10000,53042708
500,25000,10000,50861675
500,25000,10000,48807361
500,25000,10000,51609740
500,25000,10000,246966292
500,25000,10000,122176895
500,25000,10000,114122274
500,25000,10000,101056212
500,25000,10000,66284437
500,25000,10000,68744563
500,25000,10000,64850679
500,25000,10000,67912809
500,25000,10000,75227656
500,25000,10000,70661502
500,25000,10000,58567727
500,25000,10000,42936929
500,25000,10000,49369100
500,25000,10000,49204880
500,25000,10000,50181904
500,25000,10000,46615274
500,25000,10000,43691309
500,25000,10000,48531820
500,25000,10000,47632168
500,25000,10000,49930049
500,25000,10000,47760465
500,25000,10000,42997327
500,25000,10000,48992106
500,25000,10000,51079582
500,25000,10000,51560001
500,25000,10000,48813677
500,25000,10000,49613848
500,25000,10000,44270813
500,25000,10000,47473477
500,25000,10000,52087002
500,25000,10000,133374178
500,25000,10000,107324163
500,25000,10000,64209199
500,25000,10000,61917240
500,25000,10000,90608574
500,25000,10000,139160526
500,25000,10000,111083435
500,25000,10000,108688049
500,25000,10000,78577959
500,25000,10000,52682295
500,25000,10000,52418991
500,25000,10000,50510737
500,25000,10000,51250511
500,25000,10000,51271038
500,25000,10000,49200538
500,25000,10000,53713006
500,25000,10000,44590566
500,25000,10000,44697150
500,25000,10000,45181911
500,25000,10000,45758257
500,25000,10000,51277355
500,25000,10000,50866018
500,25000,10000,50140455
500,25000,10000,47113064
500,25000,10000,49367520
500,25000,10000,52662952
500,25000,10000,52530314
500,25000,10000,45280996
500,25000,10000,44678992
500,25000,10000,46766071
500,25000,200000,1624712814
500,25000,200000,1557872560
500,25000,200000,1585723456
500,25000,200000,1611870580
500,25000,200000,1596253204
500,25000,200000,1585420282
500,25000,200000,1617523105
500,25000,200000,1559810028
500,25000,200000,1561656700
500,25000,200000,1609497301
500,25000,200000,1606711105
500,25000,200000,1619959940
500,25000,200000,1589980120
500,25000,200000,1668968232
500,25000,200000,1578133462
500,25000,200000,1654010494
500,25000,200000,1619818223
500,25000,200000,1610721048
500,25000,200000,1599355599
500,25000,200000,1617997998
500,25000,200000,1571021520
500,25000,200000,1593032776
500,25000,200000,1612267311
500,25000,200000,1655845325
500,25000,200000,1640282031
500,25000,200000,1568125583
500,25000,200000,1742248946
500,25000,200000,1608377770
500,25000,200000,1589641813
500,25000,200000,1652141715
500,25000,200000,1626071567
500,25000,200000,1587842116
500,25000,200000,1677097463
500,25000,200000,1654853695
500,25000,200000,1623391168
500,25000,200000,1611805444
500,25000,200000,1623676577
500,25000,200000,1646548402
500,25000,200000,1603217506
500,25000,200000,1611340026
500,25000,200000,1613482767
500,25000,200000,1651450890
500,25000,200000,1598368707
500,25000,200000,1645137146
500,25000,200000,1641414588
500,25000,200000,1586175058
500,25000,200000,1601700456
500,25000,200000,1617235723
500,25000,200000,1598355679
500,25000,200000,1636188400
500,25000,200000,1633605505
500,25000,200000,1637807693
500,25000,200000,1597335627
500,25000,200000,1621042364
500,25000,200000,1606315954
500,25000,200000,1547539400
500,25000,200000,1679953134
500,25000,200000,1573395589
500,25000,200000,1576299027
500,25000,200000,1592682626
500,25000,200000,1598164616
500,25000,200000,1581979186
500,25000,200000,1635157689
500,25000,200000,1618866858
500,25000,200000,1577013142
500,25000,200000,1591173471
500,25000,200000,1654803167
500,25000,200000,1608458695
500,25000,200000,1593773735
500,25000,200000,1583864545
500,25000,200000,1646944344
500,25000,200000,1642718865
500,25000,200000,1589181527
500,25000,200000,1674686681
500,25000,200000,1596420581
500,25000,200000,1583549924
500,25000,200000,1606161998
500,25000,200000,1587064840
500,25000,200000,1644376055
500,25000,200000,1578119251
500,25000,200000,1648003871
500,25000,200000,1625752605
500,25000,200000,1616776225
500,25000,200000,1621098814
500,25000,200000,1562658593
500,25000,200000,1556227607
500,25000,200000,1643644570
500,25000,200000,1625282054
500,25000,200000,1588350169
500,25000,200000,1603253824
500,25000,200000,1199436366
500,25000,200000,1073382957
500,25000,200000,1063264545
500,25000,200000,1052894674
500,25000,200000,1065609402
500,25000,200000,1150351096
500,25000,200000,1037130054
500,25000,200000,1046000243
500,25000,200000,1027722205
500,25000,200000,1058835372
500,25000,200000,1147150012
500,25000,200000,1072099602
500,25000,200000,1026255682
500,25000,200000,1088255821
500,25000,200000,1089552599
500,25000,200000,1121285929
500,25000,200000,1055462174
500,25000,200000,1115636957
500,25000,200000,1054906356
500,25000,200000,1047259913
500,25000,200000,1108350927
500,25000,200000,1080937817
500,25000,200000,1114493740
500,25000,200000,1084619715
500,25000,200000,1081392576
500,25000,200000,1111827156
500,25000,200000,1041105651
500,25000,200000,1046925948
500,25000,200000,1084859727
500,25000,200000,1040608653
500,25000,200000,1172909485
500,25000,200000,1046559219
500,25000,200000,1045915370
500,25000,200000,1049487921
500,25000,200000,1064597245
500,25000,200000,1206127102
500,25000,200000,1082826729
500,25000,200000,1077861080
500,25000,200000,1055370590
500,25000,200000,1080448712
500,25000,200000,1136048656
500,25000,200000,1120831168
500,25000,200000,1064593297
500,25000,200000,1068486391
500,25000,200000,1079393132
500,25000,200000,1117423232
500,25000,200000,1034357675
500,25000,200000,1076879715
500,25000,200000,1036610553
500,25000,200000,1055308219
500,25000,200000,1165152511
500,25000,200000,1043570514
500,25000,200000,1075010146
500,25000,200000,1302772694
500,25000,200000,1164428921
500,25000,200000,1219642792
500,25000,200000,1090608179
500,25000,200000,1065687959
500,25000,200000,1056278926
500,25000,200000,1078395582
500,25000,200000,1157177630
500,25000,200000,1076913269
500,25000,200000,1102882357
500,25000,200000,1064018927
500,25000,200000,1115972895
500,25000,200000,1140529148
500,25000,200000,1050559687
500,25000,200000,1075466485
500,25000,200000,1084969075
500,25000,200000,1138683264
500,25000,200000,1104051233
500,25000,200000,1104374539
500,25000,200000,1049784779
500,25000,200000,1065847835
500,25000,200000,1098873995
500,25000,200000,1115738804
500,25000,200000,1092290633
500,25000,200000,1067730037
500,25000,200000,1038765926
500,25000,200000,1124760580
500,25000,200000,1151414967
500,25000,200000,1063183620
500,25000,200000,1043154835
500,25000,200000,1027745495
500,25000,200000,1088216740
500,25000,200000,1120754586
500,25000,200000,1023507384
500,25000,200000,1092448141
500,25000,200000,1058848399
500,25000,200000,1074326031
500,25000,200000,1097586298
500,25000,200000,1079505243
500,25000,200000,1054930830
500,25000,200000,1048910786
500,25000,200000,1155140683
500,25000,200000,1091291898
500,25000,200000,1095986347
500,25000,200000,1102220350
500,25000,200000,1104368223
500,25000,200000,1084034685
500,25000,200000,1118774484
500,25000,200000,1057730053
500,25000,200000,1051281697
500,25000,200000,1028113014
500,25000,200000,1070282930
500,25000,200000,1132307939
500,25000,200000,1036502390
500,25000,200000,1031833204
500,25000,200000,1036388699
500,25000,200000,1085025130
500,25000,200000,1127710204
500,25000,200000,1059956087
500,25000,200000,1031400155
500,25000,200000,1025955273
500,25000,200000,1080839127
500,25000,200000,1107208894
500,25000,200000,1099784305
500,25000,200000,1061922372
500,25000,200000,1056357878
500,25000,200000,1096902578
500,25000,200000,1189539414
500,25000,200000,1073449276
500,25000,200000,1044684124
500,25000,200000,1081393365
500,25000,200000,1095820945
500,25000,200000,1092696442
500,25000,200000,1056000622
500,25000,200000,1053783666
500,25000,200000,1100811068
500,25000,200000,1068178481
500,25000,200000,1129621617
500,25000,200000,1047835074
500,25000,200000,1046887262
500,25000,200000,1052409123
500,25000,200000,1079616169
500,25000,200000,1117534948
500,25000,200000,1042075964
500,25000,200000,1061541432
500,25000,200000,1073924563
500,25000,200000,1034404256
500,25000,200000,1156201001
500,25000,200000,1051164849
500,25000,200000,1057246475
500,25000,200000,1073728764
500,25000,200000,1094775234
500,25000,200000,1110203521
500,25000,200000,1060507168
500,25000,200000,1071952752
500,25000,200000,1036631870
500,25000,200000,1080067772
500,25000,200000,1199210170
500,25000,200000,1064639090
500,25000,200000,1033036423
500,25000,200000,1060108858
500,25000,200000,1063504557
500,25000,200000,1153318091
500,25000,200000,1089518649
500,25000,200000,1066503132
500,25000,200000,1166653376
500,25000,200000,1114820204
500,25000,200000,1130714699
500,25000,200000,1052435177
500,25000,200000,1093611885
500,25000,200000,1063930106
500,25000,200000,1083980998
500,25000,200000,1100479077
500,25000,200000,1071989070
500,25000,200000,1069362357
500,25000,200000,1061935793
500,25000,200000,1049905179
500,25000,200000,1104958780
500,25000,200000,1051153796
500,25000,200000,1039273979
500,25000,200000,1096648750
500,25000,200000,1086403227
500,25000,200000,1099352441
500,25000,200000,1063075063
500,25000,200000,1057014358
500,25000,200000,1031731357
500,25000,200000,1050200458
500,25000,200000,1172643419
500,25000,200000,1031254096
500,25000,200000,1019660872
500,25000,200000,1037075577
500,25000,200000,1055270322
500,25000,200000,1139557256
500,25000,200000,1095257232
500,25000,200000,1076475878
500,25000,200000,1070413200
500,25000,200000,1055089523
500,25000,200000,1123667893
500,25000,200000,1072122498
500,25000,200000,1068585870
500,25000,200000,1028596591
500,25000,200000,1056350377
500,25000,200000,1122901669
500,25000,200000,1077998850
500,25000,200000,1075042120
500,25000,200000,1098632009
500,25000,200000,1138165343
500,25000,200000,1106509780
500,25000,200000,1038012336
500,25000,200000,1056985541
500,25000,200000,1058899323
500,25000,200000,1080449107
500,25000,200000,1138954858
500,25000,200000,1052035288
500,25000,200000,1030029559
500,25000,200000,1025095886
500,25000,200000,1106829533
500,25000,200000,1127284656
500,25000,200000,1050227695
500,25000,200000,1058869715
500,25000,200000,1065055952
500,25000,200000,1106298980
500,25000,200000,1203748691
500,25000,200000,1135706007
500,25000,200000,1136364067
500,25000,200000,1140565071
500,25000,200000,1092709470
500,25000,200000,1107634837
500,25000,200000,1037318352
500,25000,200000,1048437868
500,25000,200000,1111141858
500,25000,200000,1076140729
500,25000,200000,1136616711
500,25000,200000,1084821831
500,25000,200000,1068317436
500,25000,200000,1088646631
500,25000,200000,1080278967
500,25000,200000,1087460781
500,25000,200000,1095651989
500,25000,200000,1066928680
500,25000,200000,1064627642
500,25000,200000,1072244478
500,25000,200000,1118913834
500,25000,200000,1082221172
500,25000,200000,1051615266
500,25000,200000,1073499015
500,25000,200000,1052668478
500,25000,200000,1171268481
500,25000,200000,1057868612
500,25000,200000,1090061045
500,25000,200000,1123522622
500,25000,200000,1058617072
500,25000,200000,1101578870
500,25000,200000,1050981287
500,25000,200000,1047615984
500,25000,200000,1117904835
500,25000,200000,1082583558
500,25000,200000,1105252874
500,25000,200000,1061738020
500,25000,200000,1056420249
500,25000,200000,1084033895
500,25000,200000,1078084907
500,25000,200000,1109956403
500,25000,200000,1091377560
500,25000,200000,1038870537
500,25000,200000,1064316178
500,25000,200000,1039704264
500,25000,200000,1136048261
500,25000,200000,1063871682
500,25000,200000,1070534390
500,25000,200000,1101315567
500,25000,200000,1099061899
500,25000,200000,1099626796
500,25000,200000,1063108617
500,25000,200000,1054748847
500,25000,200000,1098080533
500,25000,200000,1054498572
500,25000,400000,3753518075
500,25000,400000,3793488405
500,25000,400000,3820792956
500,25000,400000,3663236755
500,25000,400000,3715998790
500,25000,400000,3710805762
500,25000,400000,3661667201
500,25000,400000,3703779877
500,25000,400000,3805912197
500,25000,400000,3653597973
500,25000,400000,3665299361
500,25000,400000,3811848947
500,25000,400000,3691872428
500,25000,400000,3710640359
500,25000,400000,3673539123
500,25000,400000,3685928966
500,25000,400000,3687130607
500,25000,400000,3755887011
500,25000,400000,3677180361
500,25000,400000,3792032935
500,25000,400000,3757199973
500,25000,400000,3693254471
500,25000,400000,3671348616
500,25000,400000,3678725046
500,25000,400000,3775232472
500,25000,400000,3590541069
500,25000,400000,3854033864
500,25000,400000,3721778033
500,25000,400000,3666595742
500,25000,400000,3690072335
500,25000,400000,3735531366
500,25000,400000,3631261833
500,25000,400000,3698104850
500,25000,400000,3631112615
500,25000,400000,3660909662
500,25000,400000,3616700037
500,25000,400000,3605324325
500,25000,400000,3713560771
500,25000,400000,3668702165
500,25000,400000,3611284366
500,25000,400000,3588322141
500,25000,400000,3598751620
500,25000,400000,3604480334
500,25000,400000,3608909902
500,25000,400000,3594616936
500,25000,400000,3619125029
500,25000,400000,3588773743
500,25000,400000,3581192040
500,25000,400000,3611085014
500,25000,400000,3600433285
500,25000,400000,3577422111
500,25000,400000,3611873738
500,25000,400000,3596651908
500,25000,400000,3632135430
500,25000,400000,3581387839
500,25000,400000,3620248902
500,25000,400000,3645259127
500,25000,400000,3612653383
500,25000,400000,3612051378
500,25000,400000,3736796168
500,25000,400000,3673543860
500,25000,400000,3640623495
500,25000,400000,3554260533
500,25000,400000,3594782733
500,25000,400000,3580617668
500,25000,400000,3557129628
500,25000,400000,3590641733
500,25000,400000,3613033139
500,25000,400000,3545953662
500,25000,400000,3571238242
500,25000,400000,3569830539
500,25000,400000,3552649530
500,25000,400000,3576282053
500,25000,400000,3603433833
500,25000,400000,3644232364
500,25000,400000,3588371881
500,25000,400000,3577780155
500,25000,400000,3584570370
500,25000,400000,3547567034
500,25000,400000,3582876863
500,25000,400000,3614975738
500,25000,400000,3609769288
500,25000,400000,3577152097
500,25000,400000,3601156875
500,25000,400000,3582818438
500,25000,400000,3598451605
500,25000,400000,3675117361
500,25000,400000,3560399400
500,25000,400000,3622537703
500,25000,400000,3557007647
500,25000,400000,2486028760
500,25000,400000,2457777186
500,25000,400000,2463996188
500,25000,400000,2507214184
500,25000,400000,2547549270
500,25000,400000,2372844035
500,25000,400000,2378720387
500,25000,400000,2378334314
500,25000,400000,2365579321
500,25000,400000,2476028382
500,25000,400000,2420264613
500,25000,400000,2422746450
500,25000,400000,2425293423
500,25000,400000,2469785299
500,25000,400000,2391739079
500,25000,400000,2453129712
500,25000,400000,2383160614
500,25000,400000,2386676715
500,25000,400000,2438166449
500,25000,400000,2394254075
500,25000,400000,2427652491
500,25000,400000,2456090785
500,25000,400000,2398959184
500,25000,400000,2408599544
500,25000,400000,2402733455
500,25000,400000,2494841711
500,25000,400000,2438076839
500,25000,400000,2421616656
500,25000,400000,2390691393
500,25000,400000,2419817749
500,25000,400000,2597319837
500,25000,400000,2502967783
500,25000,400000,2415852809
500,25000,400000,2425163942
500,25000,400000,2424039280
500,25000,400000,2460999193
500,25000,400000,2442075333
500,25000,400000,2373056414
500,25000,400000,2448959499
500,25000,400000,2449775463
500,25000,400000,2542484932
500,25000,400000,2409635781
500,25000,400000,2433636612
500,25000,400000,2428952030
500,25000,400000,2456375799
500,25000,400000,2359422691
500,25000,400000,2440117733
500,25000,400000,2395195571
500,25000,400000,2465831018
500,25000,400000,2488259532
500,25000,400000,2442717997
500,25000,400000,2435472626
500,25000,400000,2448359863
500,25000,400000,2394520930
500,25000,400000,2418311751
500,25000,400000,2397506873
500,25000,400000,2519274405
500,25000,400000,2445769863
500,25000,400000,2531474765
500,25000,400000,2491727867
500,25000,400000,2542117019
500,25000,400000,2428249758
500,25000,400000,2380460476
500,25000,400000,2401271276
500,25000,400000,2447136906
500,25000,400000,3028247231
500,25000,400000,2415273701
500,25000,400000,2504489571
500,25000,400000,2394809893
500,25000,400000,2363266835
500,25000,400000,2355993438
500,25000,400000,2449343203
500,25000,400000,2378831314
500,25000,400000,2436336749
500,25000,400000,2378133383
500,25000,400000,2502299065
500,25000,400000,2370775902
500,25000,400000,2426832580
500,25000,400000,2437059945
500,25000,400000,2449585979
500,25000,400000,2399174721
500,25000,400000,2482446735
500,25000,400000,2715653378
500,25000,400000,2525102992
500,25000,400000,2609451904
500,25000,400000,2473275741
500,25000,400000,2533416969
500,25000,400000,2476435771
500,25000,400000,2586632186
500,25000,400000,2493537433
500,25000,400000,2557769528
500,25000,400000,2446754782
500,25000,400000,2470903251
500,25000,400000,2534336358
500,25000,400000,2490782819
500,25000,400000,2431719278
500,25000,400000,2476736575
500,25000,400000,2508471880
500,25000,400000,2504686950
500,25000,400000,2472500833
500,25000,400000,2523758055
500,25000,400000,2499654982
500,25000,400000,2527070856
500,25000,400000,2529838102
500,25000,400000,2491721551
500,25000,400000,2476103386
500,25000,400000,2479216439
500,25000,400000,2488875353
500,25000,400000,2507046413
500,25000,400000,2597276019
500,25000,400000,2622019782
500,25000,400000,2470416122
500,25000,400000,2561530773
500,25000,400000,2530549060
500,25000,400000,2455723266
500,25000,400000,2476070225
500,25000,400000,2453544207
500,25000,400000,2469168689
500,25000,400000,2528554747
500,25000,400000,2559873583
500,25000,400000,2584303120
500,25000,400000,2540723921
500,25000,400000,2460442586
500,25000,400000,2477590040
500,25000,400000,2546263151
500,25000,400000,2744120884
500,25000,400000,2523040387
500,25000,400000,2554522652
500,25000,400000,2589025598
