nodes,split,n,line_consumers,line_searchers,search_segments,time_taken
2,8000,120000,2,2,3,1306311754
2,2000,120000,2,2,3,1340408020
2,4000,120000,2,2,3,1338959660
2,8000,120000,2,2,3,1353627217
2,2000,100000,2,2,3,1131637724
2,4000,100000,2,2,3,1136903376
2,8000,100000,2,2,3,1131262312
2,2000,100000,2,2,3,1153887755
2,4000,100000,2,2,3,1172352864
2,8000,100000,2,2,3,1060883622
2,2000,100000,2,2,3,1090505328
2,4000,100000,2,2,3,1170180917
2,8000,100000,2,2,3,1084174229
2,2000,100000,2,2,3,1101656396
2,4000,100000,2,2,3,1152945077
2,8000,100000,2,2,3,1129244318
2,2000,100000,2,2,3,1106529660
2,4000,100000,2,2,3,1181163819
2,8000,100000,2,2,3,1093029398
2,2000,100000,2,2,3,1125824942
2,4000,100000,2,2,3,1125016086
2,8000,100000,2,2,3,1084464375
2,2000,100000,2,2,3,1083924744
2,4000,100000,2,2,3,1133445312
2,8000,100000,2,2,3,1101290458
2,2000,100000,2,2,3,1207394571
2,4000,100000,2,2,3,1177778786
2,8000,100000,2,2,3,1092892812
2,2000,80000,2,2,3,906236357
2,4000,80000,2,2,3,889520016
2,8000,80000,2,2,3,897406058
2,2000,80000,2,2,3,923915111
2,4000,80000,2,2,3,932454870
2,8000,80000,2,2,3,828731135
2,2000,80000,2,2,3,936662969
2,4000,80000,2,2,3,899493133
2,8000,80000,2,2,3,942431539
2,2000,80000,2,2,3,872993949
2,4000,80000,2,2,3,836882059
2,8000,80000,2,2,3,876438195
2,2000,80000,2,2,3,954305407
2,4000,80000,2,2,3,882952854
2,8000,80000,2,2,3,910867634
2,2000,80000,2,2,3,958418370
2,4000,80000,2,2,3,893218091
2,8000,80000,2,2,3,892583323
2,2000,80000,2,2,3,917555197
2,4000,80000,2,2,3,927111846
2,8000,80000,2,2,3,931687858
2,2000,80000,2,2,3,941273720
2,4000,80000,2,2,3,996816292
2,8000,80000,2,2,3,946452130
2,2000,80000,2,2,3,950997351
2,4000,80000,2,2,3,937938820
2,8000,80000,2,2,3,931672068
2,2000,60000,2,2,3,769649180
2,4000,60000,2,2,3,686184722
2,8000,60000,2,2,3,677031119
2,2000,60000,2,2,3,749429380
2,4000,60000,2,2,3,712543769
2,8000,60000,2,2,3,687577816
2,2000,60000,2,2,3,673044872
2,4000,60000,2,2,3,717687440
2,8000,60000,2,2,3,691326814
2,2000,60000,2,2,3,689719368
2,4000,60000,2,2,3,714081738
2,8000,60000,2,2,3,634197323
2,2000,60000,2,2,3,709947063
2,4000,60000,2,2,3,700616215
2,8000,60000,2,2,3,731427319
2,2000,60000,2,2,3,712128090
2,4000,60000,2,2,3,756492751
2,8000,60000,2,2,3,688472334
2,2000,60000,2,2,3,667891331
2,4000,60000,2,2,3,717239787
2,8000,60000,2,2,3,656117732
2,2000,60000,2,2,3,683246948
2,4000,60000,2,2,3,766264542
2,8000,60000,2,2,3,648485913
2,2000,60000,2,2,3,684673991
2,4000,60000,2,2,3,655770742
2,8000,60000,2,2,3,685119275
2,2000,60000,2,2,3,695148448
2,4000,60000,2,2,3,689992934
2,8000,60000,2,2,3,652536505
2,2000,40000,2,2,3,536057808
2,4000,40000,2,2,3,471663621
2,8000,40000,2,2,3,415350879
2,2000,40000,2,2,3,514811247
2,4000,40000,2,2,3,473296727
2,8000,40000,2,2,3,436608098
2,2000,40000,2,2,3,463624019
2,4000,40000,2,2,3,477491404
2,8000,40000,2,2,3,432061297
2,2000,40000,2,2,3,501964306
2,4000,40000,2,2,3,454151057
2,8000,40000,2,2,3,459061428
2,2000,40000,2,2,3,524337106
2,4000,40000,2,2,3,434340620
2,8000,40000,2,2,3,445255229
2,2000,40000,2,2,3,486881467
2,4000,40000,2,2,3,454773193
2,8000,40000,2,2,3,401173610
2,2000,40000,2,2,3,467546314
2,4000,40000,2,2,3,450775894
2,8000,40000,2,2,3,448241165
2,2000,40000,2,2,3,475690132
2,4000,40000,2,2,3,508782533
2,8000,40000,2,2,3,521660265
2,2000,40000,2,2,3,470870160
2,4000,40000,2,2,3,536168340
2,8000,40000,2,2,3,444461375
2,2000,40000,2,2,3,472457870
2,4000,40000,2,2,3,566621007
2,8000,40000,2,2,3,425202016
2,2000,40000,2,2,3,494278406
2,4000,40000,2,2,3,451136700
2,8000,40000,2,2,3,465211333
2,2000,20000,2,2,3,330631097
2,4000,20000,2,2,3,253192590
2,8000,20000,2,2,3,199976314
2,2000,20000,2,2,3,300537263
2,4000,20000,2,2,3,257859790
2,8000,20000,2,2,3,189152104
2,2000,20000,2,2,3,270807394
2,4000,20000,2,2,3,269780239
2,8000,20000,2,2,3,195678605
2,2000,20000,2,2,3,256632494
2,4000,20000,2,2,3,239877862
2,8000,20000,2,2,3,186376179
2,2000,20000,2,2,3,251223152
2,4000,20000,2,2,3,241600183
2,8000,20000,2,2,3,178236703
2,2000,20000,2,2,3,269551675
2,4000,20000,2,2,3,239380470
2,8000,20000,2,2,3,191442083
2,2000,20000,2,2,3,255632577
2,4000,20000,2,2,3,244281366
2,8000,20000,2,2,3,187288855
2,2000,20000,2,2,3,237707889
2,4000,20000,2,2,3,247598502
2,8000,20000,2,2,3,184043565
2,2000,20000,2,2,3,239396655
2,4000,20000,2,2,3,261264956
2,8000,20000,2,2,3,220314937
2,2000,20000,2,2,3,274309275
2,4000,20000,2,2,3,232757647
2,8000,20000,2,2,3,191134173
2,2000,20000,2,2,3,258826153
2,4000,20000,2,2,3,254140399
2,8000,20000,2,2,3,184998480
2,2000,20000,2,2,3,252044639
2,4000,20000,2,2,3,227106320
2,8000,20000,2,2,3,181812009
