nodes,split,n,line_consumers,line_searchers,search_segments,time_taken
2,1000,117000,1,3,4,877875502
2,1000,117000,2,2,3,946281595
2,1000,117000,1,3,4,876749263
2,1000,117000,2,2,3,976763080
2,1000,117000,1,3,4,911048433
2,1000,117000,2,2,3,962930432
2,1000,117000,1,3,4,891859341
2,1000,117000,2,2,3,973660297
2,1000,117000,1,3,4,873053161
2,1000,117000,2,2,3,967738955
2,1000,117000,1,3,4,898181753
2,1000,117000,2,2,3,952444921
2,1000,117000,1,3,4,791870394
2,1000,117000,2,2,3,953136534
2,1000,117000,1,3,4,856217605
2,1000,117000,2,2,3,922282796
2,1000,117000,1,3,4,919141327
2,2000,117000,2,2,3,792445158
2,2000,117000,1,3,4,800614241
2,2000,117000,2,2,3,796219027
2,2000,117000,1,3,4,814891382
2,2000,117000,2,2,3,769576940
2,2000,117000,1,3,4,814637949
2,2000,117000,2,2,3,864477481
2,2000,117000,1,3,4,820609819
2,2000,117000,2,2,3,754014867
2,2000,117000,1,3,4,833018976
2,2000,117000,2,2,3,769224423
2,2000,117000,1,3,4,826264700
2,2000,117000,2,2,3,765496741
2,2000,117000,1,3,4,850549303
2,2000,117000,2,2,3,790366373
2,2000,117000,1,3,4,843007883
2,2000,117000,2,2,3,794531839
2,2000,117000,1,3,4,859489343
2,2000,117000,2,2,3,733850333
2,2000,117000,1,3,4,902398143
2,2000,117000,2,2,3,793109533
2,2000,117000,1,3,4,825668618
2,2000,117000,2,2,3,742921432
2,2000,117000,1,3,4,895992436
2,2000,117000,2,2,3,839689169
2,2000,117000,1,3,4,781065525
2,2000,117000,2,2,3,815057575
2,2000,117000,1,3,4,852362418
2,3000,117000,2,2,3,754895173
2,3000,117000,1,3,4,824078936
2,3000,117000,2,2,3,794097213
2,3000,117000,1,3,4,786146036
2,3000,117000,2,2,3,783691443
2,3000,117000,1,3,4,936852452
2,3000,117000,2,2,3,753758670
2,3000,117000,1,3,4,787126215
2,3000,117000,2,2,3,795481622
2,3000,117000,1,3,4,827239747
2,3000,117000,2,2,3,742879193
2,3000,117000,1,3,4,843987668
2,3000,117000,2,2,3,804474165
2,3000,117000,1,3,4,834959202
2,3000,117000,2,2,3,794084976
2,3000,117000,1,3,4,854719112
2,3000,117000,2,2,3,781574366
2,3000,117000,1,3,4,826521291
2,3000,117000,2,2,3,870756866
2,3000,117000,1,3,4,918812495
2,3000,117000,2,2,3,787759010
2,3000,117000,1,3,4,854196060
2,3000,117000,2,2,3,752098326
2,3000,117000,1,3,4,801572708
2,3000,117000,2,2,3,809620600
2,3000,117000,1,3,4,849895587
2,3000,117000,2,2,3,760248459
2,3000,117000,1,3,4,848700660
2,3000,117000,2,2,3,827519630
2,3000,117000,1,3,4,859127747
2,4000,117000,2,2,3,835183029
2,4000,117000,1,3,4,847435073
2,4000,117000,2,2,3,823118099
2,4000,117000,1,3,4,838812810
2,4000,117000,2,2,3,736880874
2,4000,117000,1,3,4,819991237
2,4000,117000,2,2,3,768775585
2,4000,117000,1,3,4,833002791
2,4000,117000,2,2,3,750918794
2,4000,117000,1,3,4,845915261
2,4000,117000,2,2,3,750313634
2,4000,117000,1,3,4,895768215
2,4000,117000,2,2,3,854545814
2,4000,117000,1,3,4,794099186
2,4000,117000,2,2,3,819416472
2,4000,117000,1,3,4,856235369
2,4000,117000,2,2,3,762814769
2,4000,117000,1,3,4,850563515
2,4000,117000,2,2,3,756482487
2,4000,117000,1,3,4,831470348
2,4000,117000,2,2,3,843961614
2,4000,117000,1,3,4,862121182
2,4000,117000,2,2,3,822852823
2,4000,117000,1,3,4,883762894
2,4000,117000,2,2,3,785163488
2,4000,117000,1,3,4,825133723
2,4000,117000,2,2,3,773449497
2,4000,117000,1,3,4,839967077
2,4000,117000,2,2,3,787533604
2,4000,117000,1,3,4,842509701
2,4000,117000,2,2,3,781362777
2,4000,117000,1,3,4,835494886
2,1000,116000,2,2,3,989868981
2,1000,116000,1,3,4,905056036
2,1000,116000,2,2,3,1021286432
2,1000,116000,1,3,4,816187367
2,1000,116000,2,2,3,990120834
2,1000,116000,1,3,4,905269599
2,1000,116000,2,2,3,979176618
2,1000,116000,1,3,4,869774713
2,1000,116000,2,2,3,967564079
2,1000,116000,1,3,4,906382810
2,1000,116000,2,2,3,921673292
2,1000,116000,1,3,4,841832694
2,1000,116000,2,2,3,912585218
2,1000,116000,1,3,4,916869110
2,1000,116000,2,2,3,935854114
2,1000,116000,1,3,4,929299584
2,1000,116000,2,2,3,927737535
2,1000,116000,1,3,4,922679920
2,1000,116000,2,2,3,933627690
2,1000,116000,1,3,4,893383494
2,1000,116000,2,2,3,962268032
2,1000,116000,1,3,4,874281643
2,1000,116000,2,2,3,952588218
2,1000,116000,1,3,4,898061748
2,1000,116000,2,2,3,921960280
2,1000,116000,1,3,4,870776604
2,1000,116000,2,2,3,961297721
2,1000,116000,1,3,4,915348905
2,1000,116000,2,2,3,1050024278
2,1000,116000,1,3,4,798863103
2,1000,116000,2,2,3,937048251
2,1000,116000,1,3,4,913446971
2,1000,116000,2,2,3,975245637
2,1000,116000,1,3,4,804823524
2,2000,116000,2,2,3,799069954
2,2000,116000,1,3,4,817520853
2,2000,116000,2,2,3,872431026
2,2000,116000,1,3,4,875350643
2,2000,116000,2,2,3,768977306
2,2000,116000,1,3,4,853423522
2,2000,116000,2,2,3,737994876
2,2000,116000,1,3,4,819891758
2,2000,116000,2,2,3,777489431
2,2000,116000,1,3,4,855439936
2,2000,116000,2,2,3,800385676
2,2000,116000,1,3,4,845843416
2,2000,116000,2,2,3,828781269
2,2000,116000,1,3,4,818703937
2,2000,116000,2,2,3,751386975
2,2000,116000,1,3,4,840360649
2,2000,116000,2,2,3,747238089
2,2000,116000,1,3,4,842719712
2,2000,116000,2,2,3,784378318
2,2000,116000,1,3,4,852284256
2,2000,116000,2,2,3,759901863
2,2000,116000,1,3,4,819619771
2,2000,116000,2,2,3,784877684
2,2000,116000,1,3,4,839575874
2,2000,116000,2,2,3,869853269
2,2000,116000,1,3,4,955070050
2,2000,116000,2,2,3,772506424
2,2000,116000,1,3,4,830811500
2,2000,116000,2,2,3,777864449
2,2000,116000,1,3,4,806852175
2,2000,116000,2,2,3,805569219
2,2000,116000,1,3,4,845775912
2,2000,116000,2,2,3,786192222
2,2000,116000,1,3,4,802154974
2,2000,116000,2,2,3,755207029
2,2000,116000,1,3,4,829218659
2,3000,116000,2,2,3,844772443
2,3000,116000,1,3,4,864423400
2,3000,116000,2,2,3,776928877
2,3000,116000,1,3,4,901250587
2,3000,116000,2,2,3,774456914
2,3000,116000,1,3,4,869339297
2,3000,116000,2,2,3,760279250
2,3000,116000,1,3,4,901541128
2,3000,116000,2,2,3,794687768
2,3000,116000,1,3,4,870476984
2,3000,116000,2,2,3,825297153
2,3000,116000,1,3,4,855491254
2,3000,116000,2,2,3,826982366
2,3000,116000,1,3,4,906207145
2,3000,116000,2,2,3,770656993
2,3000,116000,1,3,4,949214238
2,3000,116000,2,2,3,834066264
2,3000,116000,1,3,4,844416373
2,3000,116000,2,2,3,796929193
2,3000,116000,1,3,4,914130688
2,3000,116000,2,2,3,839772463
2,3000,116000,1,3,4,821443939
2,3000,116000,2,2,3,811322788
2,3000,116000,1,3,4,832831467
2,3000,116000,2,2,3,759177487
2,3000,116000,1,3,4,867267617
2,3000,116000,2,2,3,801663502
2,3000,116000,1,3,4,851957398
2,3000,116000,2,2,3,774153741
2,3000,116000,1,3,4,878730544
2,3000,116000,2,2,3,805162620
2,3000,116000,1,3,4,830215024
2,3000,116000,2,2,3,776491093
2,3000,116000,1,3,4,831709965
2,3000,116000,2,2,3,760654664
2,3000,116000,1,3,4,859724223
2,3000,116000,2,2,3,732774227
2,3000,116000,1,3,4,806981655
2,4000,116000,2,2,3,783059833
2,4000,116000,1,3,4,842321403
2,4000,116000,2,2,3,780438653
2,4000,116000,1,3,4,881157109
2,4000,116000,2,2,3,794643950
2,4000,116000,1,3,4,850278895
2,4000,116000,2,2,3,838793862
2,4000,116000,1,3,4,836839425
2,4000,116000,2,2,3,819461079
2,4000,116000,1,3,4,860745852
2,4000,116000,2,2,3,782505201
2,4000,116000,1,3,4,909394799
2,4000,116000,2,2,3,757832553
2,4000,116000,1,3,4,879792042
2,4000,116000,2,2,3,737002459
2,4000,116000,1,3,4,832449738
2,4000,116000,2,2,3,866265331
2,4000,116000,1,3,4,910656835
2,4000,116000,2,2,3,799132720
2,4000,116000,1,3,4,877108885
2,4000,116000,2,2,3,791183123
2,4000,116000,1,3,4,843902400
2,4000,116000,2,2,3,764507483
2,4000,116000,1,3,4,850580488
2,4000,116000,2,2,3,823982615
2,4000,116000,1,3,4,849509121
2,4000,116000,2,2,3,845895919
2,4000,116000,1,3,4,824406977
2,4000,116000,2,2,3,783958693
2,4000,116000,1,3,4,824629620
2,4000,116000,2,2,3,795716107
2,4000,116000,1,3,4,877257709
2,4000,116000,2,2,3,828711792
2,4000,116000,1,3,4,805166962
2,4000,116000,2,2,3,794249984
2,4000,116000,1,3,4,849096206
2,4000,116000,2,2,3,766733906
2,4000,116000,1,3,4,849949668
2,4000,116000,2,2,3,778753045
2,4000,116000,1,3,4,831261127
2,1000,115000,2,2,3,728863774
2,1000,115000,1,3,4,793017160
2,1000,115000,2,2,3,735342510
2,1000,115000,1,3,4,786541976
2,1000,115000,2,2,3,864303394
2,1000,115000,1,3,4,756154839
2,1000,115000,2,2,3,828978648
2,1000,115000,1,3,4,761302853
2,1000,115000,2,2,3,851758836
2,1000,115000,1,3,4,751176176
2,1000,115000,2,2,3,704579960
2,1000,115000,1,3,4,816824108
2,1000,115000,2,2,3,734526154
2,1000,115000,1,3,4,776360823
2,1000,115000,2,2,3,848582233
2,1000,115000,1,3,4,802976460
2,1000,115000,2,2,3,1039087166
2,1000,115000,1,3,4,733407021
2,1000,115000,2,2,3,800714904
2,1000,115000,1,3,4,788355091
2,1000,115000,2,2,3,824863710
2,1000,115000,1,3,4,781908724
2,1000,115000,2,2,3,846137510
2,1000,115000,1,3,4,790082938
2,1000,115000,2,2,3,869149025
2,1000,115000,1,3,4,746250804
2,1000,115000,2,2,3,839374154
2,1000,115000,1,3,4,765842153
2,1000,115000,2,2,3,724217495
2,1000,115000,1,3,4,773328307
2,1000,115000,2,2,3,844119121
2,1000,115000,1,3,4,786475657
2,1000,115000,2,2,3,729442486
2,1000,115000,1,3,4,774038868
2,1000,115000,2,2,3,728621788
2,1000,115000,1,3,4,821530391
2,1000,115000,2,2,3,767597238
2,1000,115000,1,3,4,747286249
2,1000,115000,2,2,3,740366176
2,1000,115000,1,3,4,792419104
2,1000,115000,2,2,3,804360476
2,1000,115000,1,3,4,755542178
2,2000,115000,2,2,3,686977787
2,2000,115000,1,3,4,723110599
2,2000,115000,2,2,3,673321595
2,2000,115000,1,3,4,703373191
2,2000,115000,2,2,3,805189858
2,2000,115000,1,3,4,754928332
2,2000,115000,2,2,3,699783674
2,2000,115000,1,3,4,745627090
2,2000,115000,2,2,3,670317107
2,2000,115000,1,3,4,737128386
2,2000,115000,2,2,3,731933792
2,2000,115000,1,3,4,774957070
2,2000,115000,2,2,3,731410345
2,2000,115000,1,3,4,739785095
2,2000,115000,2,2,3,707490102
2,2000,115000,1,3,4,757382135
2,2000,115000,2,2,3,655062549
2,2000,115000,1,3,4,693037688
2,2000,115000,2,2,3,754599105
2,2000,115000,1,3,4,749721104
2,2000,115000,2,2,3,766097165
2,2000,115000,1,3,4,727902148
2,2000,115000,2,2,3,815559310
2,2000,115000,1,3,4,770255920
2,2000,115000,2,2,3,712632589
2,2000,115000,1,3,4,742368378
2,2000,115000,2,2,3,827923070
2,2000,115000,1,3,4,697901476
2,2000,115000,2,2,3,653876307
2,2000,115000,1,3,4,695645840
2,2000,115000,2,2,3,787134111
2,2000,115000,1,3,4,749780713
2,2000,115000,2,2,3,643446852
2,2000,115000,1,3,4,723610755
2,2000,115000,2,2,3,769211001
2,2000,115000,1,3,4,750626675
2,2000,115000,2,2,3,739347310
2,2000,115000,1,3,4,742017440
2,2000,115000,2,2,3,707331410
2,2000,115000,1,3,4,706168458
2,2000,115000,2,2,3,762582652
2,2000,115000,1,3,4,777514300
2,2000,115000,2,2,3,740205905
2,2000,115000,1,3,4,736746263
2,3000,115000,2,2,3,787123057
2,3000,115000,1,3,4,789988591
2,3000,115000,2,2,3,675949093
2,3000,115000,1,3,4,747825092
2,3000,115000,2,2,3,731275338
2,3000,115000,1,3,4,797136044
2,3000,115000,2,2,3,775248005
2,3000,115000,1,3,4,734532866
2,3000,115000,2,2,3,655386249
2,3000,115000,1,3,4,738956107
2,3000,115000,2,2,3,713760802
2,3000,115000,1,3,4,723657730
2,3000,115000,2,2,3,844256497
2,3000,115000,1,3,4,730774788
2,3000,115000,2,2,3,777467719
2,3000,115000,1,3,4,794183665
2,3000,115000,2,2,3,753046925
2,3000,115000,1,3,4,755888774
2,3000,115000,2,2,3,770843317
2,3000,115000,1,3,4,833754011
2,3000,115000,2,2,3,726337335
2,3000,115000,1,3,4,727835829
2,3000,115000,2,2,3,777941031
2,3000,115000,1,3,4,735071708
2,3000,115000,2,2,3,753942232
2,3000,115000,1,3,4,718559061
2,3000,115000,2,2,3,686135378
2,3000,115000,1,3,4,761015470
2,3000,115000,2,2,3,731654304
2,3000,115000,1,3,4,812843783
2,3000,115000,2,2,3,743229736
2,3000,115000,1,3,4,830278184
2,3000,115000,2,2,3,768274245
2,3000,115000,1,3,4,736502698
2,3000,115000,2,2,3,757268051
2,3000,115000,1,3,4,702445909
2,3000,115000,2,2,3,660910860
2,3000,115000,1,3,4,725207937
2,3000,115000,2,2,3,765669644
2,3000,115000,1,3,4,764367739
2,3000,115000,2,2,3,746687405
2,3000,115000,1,3,4,753655638
2,3000,115000,2,2,3,697612516
2,3000,115000,1,3,4,756384982
2,3000,115000,2,2,3,710233261
2,3000,115000,1,3,4,735843061
2,4000,115000,2,2,3,677260472
2,4000,115000,1,3,4,716565544
2,4000,115000,2,2,3,726586426
2,4000,115000,1,3,4,792393445
2,4000,115000,2,2,3,776838083
2,4000,115000,1,3,4,736252028
2,4000,115000,2,2,3,782389142
2,4000,115000,1,3,4,726572610
2,4000,115000,2,2,3,665321864
2,4000,115000,1,3,4,714055684
2,4000,115000,2,2,3,819149222
2,4000,115000,1,3,4,723146521
2,4000,115000,2,2,3,767371437
2,4000,115000,1,3,4,753301542
2,4000,115000,2,2,3,652641905
2,4000,115000,1,3,4,739532846
2,4000,115000,2,2,3,665109485
2,4000,115000,1,3,4,724663570
2,4000,115000,2,2,3,735220136
2,4000,115000,1,3,4,732396050
2,4000,115000,2,2,3,671290971
2,4000,115000,1,3,4,738209228
2,4000,115000,2,2,3,715973804
2,4000,115000,1,3,4,713250776
2,4000,115000,2,2,3,676223053
2,4000,115000,1,3,4,773150666
2,4000,115000,2,2,3,698927053
2,4000,115000,1,3,4,776623731
2,4000,115000,2,2,3,652609930
2,4000,115000,1,3,4,735200003
2,4000,115000,2,2,3,786888967
2,4000,115000,1,3,4,711182650
2,4000,115000,2,2,3,801335459
2,4000,115000,1,3,4,719484765
2,4000,115000,2,2,3,822219240
2,4000,115000,1,3,4,776751236
2,4000,115000,2,2,3,712515741
2,4000,115000,1,3,4,710462220
2,4000,115000,2,2,3,677192574
2,4000,115000,1,3,4,768967832
2,4000,115000,2,2,3,782662313
2,4000,115000,1,3,4,729872375
2,4000,115000,2,2,3,673370546
2,4000,115000,1,3,4,746233830
2,4000,115000,2,2,3,655500334
2,4000,115000,1,3,4,718805389
2,4000,115000,2,2,3,688412725
2,4000,115000,1,3,4,818346683
2,1000,114000,2,2,3,844547432
2,1000,114000,1,3,4,801511521
2,1000,114000,2,2,3,764431294
2,1000,114000,1,3,4,747114926
2,1000,114000,2,2,3,787154638
2,1000,114000,1,3,4,854743981
2,1000,114000,2,2,3,872927629
2,1000,114000,1,3,4,747617450
2,1000,114000,2,2,3,891308656
2,1000,114000,1,3,4,732118142
2,1000,114000,2,2,3,810431034
2,1000,114000,1,3,4,768636236
2,1000,114000,2,2,3,778110777
2,1000,114000,1,3,4,802184975
2,1000,114000,2,2,3,827524367
2,1000,114000,1,3,4,757030408
2,1000,114000,2,2,3,854400543
2,1000,114000,1,3,4,755911669
2,1000,114000,2,2,3,835609759
2,1000,114000,1,3,4,749102127
2,1000,114000,2,2,3,876234896
2,1000,114000,1,3,4,735224873
2,1000,114000,2,2,3,872453527
2,1000,114000,1,3,4,759911733
2,1000,114000,2,2,3,785114933
2,1000,114000,1,3,4,749680840
2,1000,114000,2,2,3,764136017
2,1000,114000,1,3,4,777089148
2,1000,114000,2,2,3,833399521
2,1000,114000,1,3,4,772704987
2,1000,114000,2,2,3,819869256
2,1000,114000,1,3,4,758756676
2,1000,114000,2,2,3,848770927
2,1000,114000,1,3,4,792437658
2,1000,114000,2,2,3,757516353
2,1000,114000,1,3,4,791763809
2,1000,114000,2,2,3,831882868
2,1000,114000,1,3,4,779368074
2,1000,114000,2,2,3,790099913
2,1000,114000,1,3,4,824807655
2,1000,114000,2,2,3,925014508
2,1000,114000,1,3,4,761412595
2,1000,114000,2,2,3,885221517
2,1000,114000,1,3,4,752898891
2,1000,114000,2,2,3,757973085
2,1000,114000,1,3,4,809670734
2,1000,114000,2,2,3,788380356
2,1000,114000,1,3,4,795630445
2,1000,114000,2,2,3,847735087
2,1000,114000,1,3,4,746522396
2,2000,114000,2,2,3,684498325
2,2000,114000,1,3,4,713326570
2,2000,114000,2,2,3,690043067
2,2000,114000,1,3,4,710145231
2,2000,114000,2,2,3,805011823
2,2000,114000,1,3,4,749210686
2,2000,114000,2,2,3,845791703
2,2000,114000,1,3,4,744583750
2,2000,114000,2,2,3,674385069
2,2000,114000,1,3,4,745253256
2,2000,114000,2,2,3,702972908
2,2000,114000,1,3,4,740064977
2,2000,114000,2,2,3,686366310
2,2000,114000,1,3,4,745466819
2,2000,114000,2,2,3,735032232
2,2000,114000,1,3,4,804614304
2,2000,114000,2,2,3,758675752
2,2000,114000,1,3,4,717097674
2,2000,114000,2,2,3,770975955
2,2000,114000,1,3,4,782636260
2,2000,114000,2,2,3,863332688
2,2000,114000,1,3,4,772305099
2,2000,114000,2,2,3,810738549
2,2000,114000,1,3,4,751156043
2,2000,114000,2,2,3,711747546
2,2000,114000,1,3,4,713081426
2,2000,114000,2,2,3,774819300
2,2000,114000,1,3,4,726244962
2,2000,114000,2,2,3,767026815
2,2000,114000,1,3,4,769873797
2,2000,114000,2,2,3,740483023
2,2000,114000,1,3,4,717231102
2,2000,114000,2,2,3,791023642
2,2000,114000,1,3,4,719155538
2,2000,114000,2,2,3,693105980
2,2000,114000,1,3,4,734037052
2,2000,114000,2,2,3,718351025
2,2000,114000,1,3,4,738911500
2,2000,114000,2,2,3,708921487
2,2000,114000,1,3,4,755399671
2,2000,114000,2,2,3,760855594
2,2000,114000,1,3,4,737932900
2,2000,114000,2,2,3,766339545
2,2000,114000,1,3,4,774323092
2,2000,114000,2,2,3,699626166
2,2000,114000,1,3,4,729933957
2,2000,114000,2,2,3,749230818
2,2000,114000,1,3,4,761015471
2,2000,114000,2,2,3,767299987
2,2000,114000,1,3,4,725534795
2,2000,114000,2,2,3,742425618
2,2000,114000,1,3,4,717255577
2,3000,114000,2,2,3,675985015
2,3000,114000,1,3,4,714933622
2,3000,114000,2,2,3,707655110
2,3000,114000,1,3,4,753804857
2,3000,114000,2,2,3,786193407
2,3000,114000,1,3,4,787689532
2,3000,114000,2,2,3,734974597
2,3000,114000,1,3,4,701207559
2,3000,114000,2,2,3,659124589
2,3000,114000,1,3,4,726188906
2,3000,114000,2,2,3,665133171
2,3000,114000,1,3,4,758706937
2,3000,114000,2,2,3,804081778
2,3000,114000,1,3,4,695211609
2,3000,114000,2,2,3,705795019
2,3000,114000,1,3,4,736739157
2,3000,114000,2,2,3,818741439
2,3000,114000,1,3,4,731534693
2,3000,114000,2,2,3,837768681
2,3000,114000,1,3,4,806845070
2,3000,114000,2,2,3,667380518
2,3000,114000,1,3,4,759708038
2,3000,114000,2,2,3,715323641
2,3000,114000,1,3,4,735664631
2,3000,114000,2,2,3,708467912
2,3000,114000,1,3,4,749964669
2,3000,114000,2,2,3,859511055
2,3000,114000,1,3,4,730675310
2,3000,114000,2,2,3,738139752
2,3000,114000,1,3,4,722670841
2,3000,114000,2,2,3,660597819
2,3000,114000,1,3,4,729747632
2,3000,114000,2,2,3,755098867
2,3000,114000,1,3,4,772804861
2,3000,114000,2,2,3,819840440
2,3000,114000,1,3,4,718024167
2,3000,114000,2,2,3,701726663
2,3000,114000,1,3,4,745102459
2,3000,114000,2,2,3,715687606
2,3000,114000,1,3,4,769271399
2,3000,114000,2,2,3,635689895
2,3000,114000,1,3,4,844609013
2,3000,114000,2,2,3,662028414
2,3000,114000,1,3,4,754989914
2,3000,114000,2,2,3,678410791
2,3000,114000,1,3,4,734082054
2,3000,114000,2,2,3,736172287
2,3000,114000,1,3,4,710868424
2,3000,114000,2,2,3,810099439
2,3000,114000,1,3,4,742525097
2,3000,114000,2,2,3,742896957
2,3000,114000,1,3,4,817299000
2,3000,114000,2,2,3,679463606
2,3000,114000,1,3,4,691679332
2,4000,114000,2,2,3,715572732
2,4000,114000,1,3,4,709120444
2,4000,114000,2,2,3,821767244
2,4000,114000,1,3,4,721293142
2,4000,114000,2,2,3,663064649
2,4000,114000,1,3,4,701941805
2,4000,114000,2,2,3,764761311
2,4000,114000,1,3,4,705445659
2,4000,114000,2,2,3,697938978
2,4000,114000,1,3,4,751996084
2,4000,114000,2,2,3,652977842
2,4000,114000,1,3,4,703348716
2,4000,114000,2,2,3,685464292
2,4000,114000,1,3,4,726074823
2,4000,114000,2,2,3,671844024
2,4000,114000,1,3,4,721197216
2,4000,114000,2,2,3,695900853
2,4000,114000,1,3,4,744286892
