search,split,n,time_taken,consumers,producers
500,12500,10000,82930154
500,12500,10000,60135702
500,12500,10000,39196607
500,12500,10000,46105644
500,12500,10000,42823634
500,12500,10000,42086622
500,12500,10000,36901490
500,12500,10000,32259541
500,12500,10000,31682802
500,12500,10000,36885699
500,12500,10000,36048814
500,12500,10000,35408123
500,12500,10000,56093390
500,12500,10000,38956989
500,12500,10000,33486446
500,12500,10000,34737826
500,12500,10000,36720691
500,12500,10000,35494181
500,12500,10000,44788734
500,12500,10000,66676431
500,12500,10000,35346146
500,12500,10000,36218165
500,12500,10000,34200167
500,12500,10000,36492521
500,12500,10000,35009419
500,12500,10000,38106288
500,12500,10000,38932514
500,12500,10000,38677501
500,12500,10000,37597051
500,12500,10000,35425493
500,12500,10000,55415592
500,12500,10000,49749250
500,12500,10000,47411500
500,12500,10000,60266366
500,12500,10000,55040573
500,12500,10000,62120145
500,12500,10000,57422537
500,12500,10000,61608145
500,12500,10000,45690359
500,12500,10000,55192950
500,12500,10000,49480816
500,12500,10000,48547215
500,12500,10000,51359465
500,12500,10000,47981528
500,12500,10000,47639669
500,12500,10000,50163351
500,12500,10000,47599798
500,12500,10000,49343045
500,12500,10000,48585901
500,12500,10000,52908886
500,12500,10000,49011055
500,12500,10000,48465896
500,12500,10000,49618191
500,12500,10000,49408180
500,12500,10000,48643536
500,12500,10000,51404072
500,12500,10000,52181348
500,12500,10000,47365708
500,12500,10000,50186246
500,12500,10000,43904873
500,12500,10000,46651198
500,12500,10000,50389941
500,12500,10000,44830578
500,12500,10000,51047606
500,12500,10000,51743562
500,12500,10000,51173928
500,12500,10000,45005060
500,12500,10000,51601451
500,12500,10000,53159950
500,12500,10000,57874533
500,12500,10000,50669034
500,12500,10000,50381257
500,12500,10000,44093962
500,12500,10000,45142436
500,12500,10000,45099013
500,12500,10000,52715060
500,12500,10000,45866026
500,12500,10000,56674473
500,12500,10000,52027788
500,12500,10000,52773879
500,12500,10000,52488864
500,12500,10000,53893804
500,12500,10000,47135564
500,12500,10000,45834051
500,12500,10000,53252719
500,12500,10000,48714592
500,12500,10000,46764098
500,12500,10000,45594828
500,12500,10000,55675737
500,12500,10000,52398860
500,12500,10000,36648450
500,12500,10000,31338969
500,12500,10000,35173638
500,12500,10000,34709404
500,12500,10000,47922709
500,12500,10000,34160297
500,12500,10000,37263086
500,12500,10000,35051658
500,12500,10000,34658875
500,12500,10000,34110952
500,12500,10000,33848043
500,12500,10000,35948546
500,12500,10000,36346461
500,12500,10000,33275251
500,12500,10000,35238773
500,12500,10000,34803356
500,12500,10000,37600209
500,12500,10000,33210906
500,12500,10000,31775570
500,12500,10000,29690858
500,12500,10000,35676558
500,12500,10000,36362251
500,12500,10000,32695748
500,12500,10000,30278256
500,12500,10000,35911438
500,12500,10000,33311964
500,12500,10000,34777302
500,12500,10000,32137562
500,12500,10000,31342916
500,12500,10000,34218326
500,12500,10000,56513412
500,12500,10000,53846039
500,12500,10000,55954436
500,12500,10000,52736772
500,12500,10000,56586836
500,12500,10000,54835300
500,12500,10000,57133969
500,12500,10000,60871134
500,12500,10000,52953888
500,12500,10000,49348572
500,12500,10000,54183556
500,12500,10000,47578087
500,12500,10000,56559598
500,12500,10000,56561177
500,12500,10000,57212920
500,12500,10000,54808850
500,12500,10000,49838465
500,12500,10000,56521701
500,12500,10000,497834363
500,12500,10000,41046832
500,12500,10000,48641168
500,12500,10000,44258180
500,12500,10000,64938710
500,12500,10000,51301435
500,12500,10000,64914630
500,12500,10000,48154432
500,12500,10000,48307598
500,12500,10000,50308621
500,12500,10000,49254620
500,12500,10000,47620326
500,12500,10000,51236695
500,12500,10000,44511220
500,12500,10000,51591581
500,12500,10000,57178182
500,12500,10000,51743168
500,12500,10000,50130190
500,12500,10000,54413304
500,12500,10000,50446786
500,12500,10000,52128846
500,12500,10000,47650327
500,12500,10000,50302700
500,12500,10000,50817858
500,12500,10000,50837201
500,12500,10000,44926504
500,12500,10000,49857019
500,12500,10000,50695877
500,12500,10000,49344624
500,12500,10000,45429819
500,12500,10000,54648974
500,12500,10000,51801592
500,12500,10000,50605873
500,12500,10000,46509085
500,12500,10000,50335464
500,12500,10000,50447576
500,12500,10000,53094421
500,12500,10000,50524948
500,12500,10000,49920970
500,12500,10000,47101220
500,12500,10000,45156253
500,12500,10000,52133977
500,12500,10000,36614106
500,12500,10000,35190218
500,12500,10000,30479977
500,12500,10000,35310224
500,12500,10000,30474056
500,12500,10000,37475466
500,12500,10000,32574952
500,12500,10000,30933158
500,12500,10000,36254482
500,12500,10000,33968839
500,12500,10000,34774933
500,12500,10000,34294514
500,12500,10000,33859097
500,12500,10000,37199531
500,12500,10000,31840705
500,12500,10000,32430866
500,12500,10000,34110162
500,12500,10000,33541318
500,12500,10000,32169537
500,12500,10000,34143322
500,12500,10000,31849784
500,12500,10000,30419974
500,12500,10000,28729229
500,12500,10000,31772411
500,12500,10000,34993628
500,12500,10000,36828459
500,12500,10000,29287811
500,12500,10000,32303754
500,12500,10000,35530498
500,12500,10000,32430076
500,12500,10000,56384326
500,12500,10000,41491723
500,12500,10000,40156260
500,12500,10000,55696265
500,12500,10000,53341539
500,12500,10000,56025492
500,12500,10000,46569088
500,12500,10000,39651761
500,12500,10000,52998890
500,12500,10000,56025491
500,12500,10000,55746398
500,12500,10000,41576597
500,12500,10000,55584943
500,12500,10000,56761319
500,12500,10000,56123786
500,12500,10000,55671000
500,12500,10000,79018902
500,12500,10000,39988489
500,12500,10000,46675672
500,12500,10000,55961541
500,12500,10000,46917659
500,12500,10000,43161940
500,12500,10000,43674335
500,12500,10000,62152910
500,12500,10000,43885135
500,12500,10000,55809165
500,12500,10000,55456252
500,12500,10000,50069793
500,12500,10000,52356225
500,12500,10000,52812170
500,12500,10000,57860717
500,12500,10000,52361752
500,12500,10000,51781854
500,12500,10000,51613687
500,12500,10000,46680015
500,12500,10000,47238201
500,12500,10000,46645276
500,12500,10000,45071775
500,12500,10000,44599645
500,12500,10000,44875975
500,12500,10000,44883870
500,12500,10000,53265351
500,12500,10000,52447809
500,12500,10000,52026604
500,12500,10000,52699270
500,12500,10000,50277435
500,12500,10000,47739937
500,12500,10000,46312101
500,12500,10000,55267558
500,12500,10000,49978999
500,12500,10000,54271587
500,12500,10000,53611553
500,12500,10000,50942601
500,12500,10000,50950496
500,12500,10000,45076117
500,12500,10000,50957207
500,12500,10000,63286257
500,12500,10000,50264803
500,12500,10000,51050764
500,12500,10000,46396580
500,12500,200000,1295310997
500,12500,200000,1179357446
500,12500,200000,1197579429
500,12500,200000,1193978850
500,12500,200000,1114200041
500,12500,200000,1139273031
500,12500,200000,1089671420
500,12500,200000,1224908456
500,12500,200000,1150551633
500,12500,200000,1070885724
500,12500,200000,1042435982
500,12500,200000,1088784401
500,12500,200000,1242242235
500,12500,200000,1184178218
500,12500,200000,1126562251
500,12500,200000,1066212591
500,12500,200000,1093111332
500,12500,200000,1265156695
500,12500,200000,1081174670
500,12500,200000,1086007285
500,12500,200000,1084681296
500,12500,200000,1166523107
500,12500,200000,1192098623
500,12500,200000,1114014110
500,12500,200000,1057820846
500,12500,200000,1079736965
500,12500,200000,1122943909
500,12500,200000,1207558096
500,12500,200000,1100988314
500,12500,200000,1055069785
500,12500,200000,1125501144
500,12500,200000,1135890359
500,12500,200000,1177127859
500,12500,200000,1088493465
500,12500,200000,1051927914
500,12500,200000,1077243681
500,12500,200000,1195418529
500,12500,200000,1181476896
500,12500,200000,1046221702
500,12500,200000,1084312594
500,12500,200000,1079002323
500,12500,200000,1200314700
500,12500,200000,1151619056
500,12500,200000,1107317452
500,12500,200000,1097120879
500,12500,200000,1079542745
500,12500,200000,1175118151
500,12500,200000,1118156690
500,12500,200000,1089759057
500,12500,200000,1049976236
500,12500,200000,1077375135
500,12500,200000,1195410239
500,12500,200000,1073913116
500,12500,200000,1077758838
500,12500,200000,1050072162
500,12500,200000,1094623647
500,12500,200000,1116624638
500,12500,200000,1062417792
500,12500,200000,1081624299
500,12500,200000,1093426349
500,12500,200000,1116585162
500,12500,200000,1174614046
500,12500,200000,1062538983
500,12500,200000,1069973441
500,12500,200000,1039866904
500,12500,200000,1130084667
500,12500,200000,1242892400
500,12500,200000,1069040630
500,12500,200000,1035474048
500,12500,200000,1111008825
500,12500,200000,1070106079
500,12500,200000,1184506262
500,12500,200000,1087316300
500,12500,200000,1065067401
500,12500,200000,1031020794
500,12500,200000,1123206816
500,12500,200000,1187993940
500,12500,200000,1021888486
500,12500,200000,1055967857
500,12500,200000,1020509205
500,12500,200000,1081730093
500,12500,200000,1128244705
500,12500,200000,1075629519
500,12500,200000,1035907491
500,12500,200000,1087976333
500,12500,200000,1079988821
500,12500,200000,1110917636
500,12500,200000,1102484443
500,12500,200000,1026784657
500,12500,200000,1073905221
500,12500,200000,1109286896
500,12500,200000,1134275013
500,12500,200000,1106590310
500,12500,200000,1095501191
500,12500,200000,1070080815
500,12500,200000,1127980613
500,12500,200000,1117581134
500,12500,200000,1085520946
500,12500,200000,1057944406
500,12500,200000,1072936882
500,12500,200000,1237090262
500,12500,200000,1243747839
500,12500,200000,1105066548
500,12500,200000,1077211310
500,12500,200000,1114416763
500,12500,200000,1063857471
500,12500,200000,1144143938
500,12500,200000,1039610312
500,12500,200000,1051786196
500,12500,200000,1088933225
500,12500,200000,1049890573
500,12500,200000,1148594429
500,12500,200000,1045317313
500,12500,200000,1032607718
500,12500,200000,1033833438
500,12500,200000,1095063011
500,12500,200000,1143021644
500,12500,200000,1081976422
500,12500,200000,1065547031
500,12500,200000,1075202787
500,12500,200000,1044681755
500,12500,200000,1142195023
500,12500,200000,1045976163
