search,split,n,time_taken,consumers,producers
500,12500,200000,1055027151
500,12500,200000,1066648403
500,12500,200000,1041376849
500,12500,200000,1151459574
500,12500,200000,1072405143
500,12500,200000,1064827783
500,12500,200000,1166916284
500,12500,200000,1037737979
500,12500,200000,1156413775
500,12500,200000,1039294111
500,12500,200000,1055216635
500,12500,200000,1072278033
500,12500,200000,1046263941
500,12500,200000,1098652931
500,12500,200000,1087819220
500,12500,200000,1077311579
500,12500,200000,1071202714
500,12500,200000,1061359844
500,12500,200000,1156757213
500,12500,200000,1074147996
500,12500,200000,1049301596
500,12500,200000,1078205703
500,12500,200000,1103285799
500,12500,200000,1107005595
500,12500,200000,1092722892
500,12500,200000,1060542696
500,12500,200000,1058605229
500,12500,200000,1049731092
500,12500,200000,1162675410
500,12500,200000,1060086752
500,12500,200000,1113716858
500,12500,200000,1119061473
500,12500,200000,1065144773
500,12500,200000,1263145408
500,12500,200000,1034582291
500,12500,200000,1030799335
500,12500,200000,1117089267
500,12500,200000,1105494464
500,12500,200000,1173854534
500,12500,200000,1072613575
500,12500,200000,1099515870
500,12500,200000,1129330287
500,12500,200000,1065189380
500,12500,200000,1152536472
500,12500,200000,1049684510
500,12500,200000,1054753190
500,12500,200000,1082053400
500,12500,200000,1052986258
500,12500,200000,1155667684
500,12500,200000,1046795678
500,12500,200000,1038664079
500,12500,200000,1126637650
500,12500,200000,1067156455
500,12500,200000,1109979299
500,12500,200000,1150745854
500,12500,200000,1030099826
500,12500,200000,1122934434
500,12500,200000,1096456504
500,12500,200000,1193387109
500,12500,200000,1060183073
500,12500,200000,1055210713
500,12500,200000,1145728888
500,12500,200000,1065637825
500,12500,200000,1148021636
500,12500,200000,1040265214
