225000,1,1457020
225000,1,1446328
225000,1,1512615
225000,1,1443763
225000,1,1436493
225000,1,1431788
225000,1,1720884
225000,1,1617391
225000,1,1494653
225000,1,1568638
225000,1,1489950
225000,1,1427084
225000,1,1418959
225000,1,1434782
225000,1,1591304
225000,1,1520314
225000,1,1652886
225000,1,1602850
225000,1,1641340
225000,1,1435210
225000,1,1469423
225000,1,1471560
225000,1,1446756
225000,1,1422380
225000,1,1421952
225000,1,1421952
225000,1,1428367
225000,1,1599002
225000,1,1605417
225000,1,1414682
225000,1,1406984
225000,1,1439914
225000,1,1584889
225000,1,1487383
225000,1,1409550
225000,1,1480541
225000,1,1444191
225000,1,1587455
225000,1,1501497
225000,1,1534425
225000,1,1563506
225000,1,1496364
225000,1,1439914
225000,1,1423236
225000,1,1418959
225000,1,1611831
225000,1,1432216
225000,1,1424091
225000,1,1685387
225000,1,1448039
225000,1,1539986
225000,1,1643478
225000,1,1460869
225000,1,1445901
225000,1,1432644
225000,1,1540413
225000,1,1626799
225000,1,1515181
225000,1,1679401
225000,1,1703777
225000,1,1566500
225000,1,1550677
225000,1,1416393
225000,1,1398431
225000,2,1494654
225000,2,1352673
225000,2,1149537
225000,2,1105915
225000,2,1038774
225000,2,1056307
225000,2,1049465
225000,2,1052887
225000,2,1045188
225000,2,998147
225000,2,1110620
225000,2,1015680
225000,2,1007555
225000,2,1012686
225000,2,1150391
225000,2,1045616
225000,2,1010976
225000,2,1015680
225000,2,1013969
225000,2,1008410
225000,2,1003706
225000,2,1015680
225000,2,1007555
225000,2,1000285
225000,2,1009693
225000,2,996863
225000,2,1037490
225000,2,1025944
225000,2,1015253
225000,2,1027655
225000,2,1032787
225000,2,1012687
225000,2,1016963
225000,2,1028082
225000,2,1020812
225000,2,998147
225000,2,1021240
225000,2,999429
225000,2,1008411
225000,2,1004561
225000,2,1001996
225000,2,1001996
225000,2,1052031
225000,2,1015253
225000,2,1132002
225000,2,1019957
225000,2,1009265
225000,2,1016536
225000,2,1021240
225000,2,1020384
225000,2,8678829
225000,2,1146543
225000,2,1261582
225000,2,1057163
225000,2,1028938
225000,2,1010976
225000,2,1009694
225000,2,1006272
225000,2,1023805
225000,2,1001567
225000,2,1024234
225000,2,991305
225000,2,1004134
225000,2,989593
225000,3,1170919
225000,3,1303492
225000,3,958802
225000,3,958374
225000,3,1331717
225000,3,985744
225000,3,979330
225000,3,962651
225000,3,989166
225000,3,935282
225000,3,1325730
225000,3,948111
225000,3,1251746
225000,3,1260299
225000,3,931004
225000,3,1216678
225000,3,928439
225000,3,934854
225000,3,935281
225000,3,925873
225000,3,950249
225000,3,937847
225000,3,969494
225000,3,954954
225000,3,1362508
225000,3,966073
225000,3,969921
225000,3,1299643
225000,3,931860
225000,3,1084532
225000,3,972915
225000,3,907056
225000,3,936564
225000,3,1253884
225000,3,1114896
225000,3,1353955
225000,3,9252741
225000,3,987028
225000,3,993870
225000,3,924162
225000,3,926300
225000,3,1288097
225000,3,963934
225000,3,924162
225000,3,925445
225000,3,905345
225000,3,920314
225000,3,967355
225000,3,911760
225000,3,949822
225000,3,970349
225000,3,1001995
225000,3,1381325
225000,3,961368
225000,3,909622
225000,3,935709
225000,3,966500
225000,3,973343
225000,3,1105915
225000,3,966500
225000,3,912188
225000,3,1226515
225000,3,974198
225000,3,970777
225000,4,1402708
225000,4,1122166
225000,4,1129009
225000,4,1117462
225000,4,1118318
225000,4,1117890
225000,4,1133285
225000,4,1145688
225000,4,1223520
225000,4,1442052
225000,4,1199572
225000,4,1130720
225000,4,1157234
225000,4,1222666
225000,4,1125160
225000,4,1124305
225000,4,1124733
225000,4,1111048
225000,4,1122166
225000,4,1110619
225000,4,1123877
225000,4,1115752
225000,4,1091376
225000,4,1848752
225000,4,1251745
225000,4,1128154
225000,4,1094796
225000,4,1149109
225000,4,1226087
225000,4,1150820
225000,4,1117463
225000,4,1110620
225000,4,1123022
225000,4,1113614
225000,4,1116607
225000,4,1126870
225000,4,1067427
225000,4,1186315
225000,4,1117462
225000,4,1118318
225000,4,1170492
225000,4,1112330
225000,4,1128153
225000,4,1176051
225000,4,1144832
225000,4,1110192
225000,4,1118745
225000,4,1133713
225000,4,1205559
225000,4,1147398
225000,4,1120883
225000,4,1194868
225000,4,1135424
225000,4,1235067
225000,4,1117889
225000,4,1080684
225000,4,1107626
225000,4,1086671
225000,4,1075552
225000,4,1067427
225000,4,1081112
225000,4,1086671
225000,4,1070847
225000,4,1091803
225000,5,1249180
225000,5,1489094
225000,5,1536564
225000,5,1046044
225000,5,1074269
225000,5,1064005
225000,5,1074697
225000,5,1018246
225000,5,1109765
225000,5,1620812
225000,5,1057591
225000,5,1157662
225000,5,1021239
225000,5,1180755
225000,5,1047327
225000,5,1162366
225000,5,1142267
225000,5,1138418
225000,5,1117890
225000,5,1178617
225000,5,1217533
225000,5,1025516
225000,5,1059729
225000,5,1124733
225000,5,1100784
225000,5,1137134
225000,5,1131575
225000,5,1064006
225000,5,1197006
225000,5,992159
225000,5,1182893
225000,5,1011831
