nodes,split,n,line_consumers,line_searchers,search_segments,time_taken
2,3000,80000,1,3,4,1086159458
2,4000,80000,1,3,4,1022917957
2,2000,80000,2,2,3,858240336
2,3000,80000,2,2,3,1046371994
2,4000,80000,2,2,3,956324584
2,2000,80000,1,3,4,1030757419
2,3000,80000,1,3,4,1031992216
2,4000,80000,1,3,4,1051243679
2,2000,80000,2,2,3,886151168
2,3000,80000,2,2,3,969422196
2,4000,80000,2,2,3,905827389
2,2000,80000,1,3,4,1047904833
2,3000,80000,1,3,4,1026866702
2,4000,80000,1,3,4,1068079236
2,2000,80000,2,2,3,956818819
2,3000,80000,2,2,3,915521019
2,4000,80000,2,2,3,885118880
2,2000,80000,1,3,4,1068208321
2,3000,80000,1,3,4,1051284338
2,4000,80000,1,3,4,1037362871
2,2000,70000,2,2,3,870749761
2,3000,70000,2,2,3,841182926
2,4000,70000,2,2,3,910931979
2,2000,70000,1,3,4,1027228694
2,3000,70000,1,3,4,897628700
2,4000,70000,1,3,4,918124435
2,2000,70000,2,2,3,801348882
2,3000,70000,2,2,3,818983029
2,4000,70000,2,2,3,768372539
2,2000,70000,1,3,4,975442225
2,3000,70000,1,3,4,927578448
2,4000,70000,1,3,4,924739757
2,2000,70000,2,2,3,811418714
2,3000,70000,2,2,3,788649579
2,4000,70000,2,2,3,770165522
2,2000,70000,1,3,4,992282914
2,3000,70000,1,3,4,905898050
2,4000,70000,1,3,4,938450425
2,2000,70000,2,2,3,887758220
2,3000,70000,2,2,3,793612453
2,4000,70000,2,2,3,798603747
2,2000,70000,1,3,4,1028034786
2,3000,70000,1,3,4,916405272
2,4000,70000,1,3,4,935145921
2,2000,70000,2,2,3,904776153
2,3000,70000,2,2,3,790114914
2,4000,70000,2,2,3,782949696
2,2000,70000,1,3,4,965390157
2,3000,70000,1,3,4,954216981
2,4000,70000,1,3,4,934537208
2,2000,70000,2,2,3,861251140
2,3000,70000,2,2,3,749808741
2,4000,70000,2,2,3,778438029
2,2000,70000,1,3,4,953784724
2,3000,70000,1,3,4,930630307
2,4000,70000,1,3,4,915253769
2,2000,60000,2,2,3,670255131
2,3000,60000,2,2,3,724108937
2,4000,60000,2,2,3,728585076
2,2000,60000,1,3,4,860593477
2,3000,60000,1,3,4,836058598
2,4000,60000,1,3,4,813527500
2,2000,60000,2,2,3,700772143
2,3000,60000,2,2,3,659487370
2,4000,60000,2,2,3,704835762
2,2000,60000,1,3,4,797881345
2,3000,60000,1,3,4,813932521
2,4000,60000,1,3,4,836618362
2,2000,60000,2,2,3,673665428
2,3000,60000,2,2,3,676483986
2,4000,60000,2,2,3,705630405
2,2000,60000,1,3,4,860251618
2,3000,60000,1,3,4,876186340
2,4000,60000,1,3,4,805993976
2,2000,60000,2,2,3,673889256
2,3000,60000,2,2,3,761789193
2,4000,60000,2,2,3,750341661
2,2000,60000,1,3,4,837769865
2,3000,60000,1,3,4,850134019
2,4000,60000,1,3,4,856088521
2,2000,60000,2,2,3,704602067
2,3000,60000,2,2,3,724078935
2,4000,60000,2,2,3,740093399
2,2000,60000,1,3,4,856264976
2,3000,60000,1,3,4,862495016
2,4000,60000,1,3,4,831174281
2,2000,60000,2,2,3,697554486
2,3000,60000,2,2,3,736889954
2,4000,60000,2,2,3,693638111
2,2000,60000,1,3,4,846643982
2,3000,60000,1,3,4,840505524
2,4000,60000,1,3,4,859402497
2,2000,60000,2,2,3,700457522
2,3000,60000,2,2,3,719540030
2,4000,60000,2,2,3,718088512
2,2000,60000,1,3,4,855975225
2,3000,60000,1,3,4,804186783
2,4000,60000,1,3,4,796663916
2,2000,50000,2,2,3,621883697
2,3000,50000,2,2,3,587963098
2,4000,50000,2,2,3,609532569
2,2000,50000,1,3,4,697647254
2,3000,50000,1,3,4,730594384
2,4000,50000,1,3,4,770360136
2,2000,50000,2,2,3,582692710
2,3000,50000,2,2,3,700824645
2,4000,50000,2,2,3,598287943
2,2000,50000,1,3,4,762900431
2,3000,50000,1,3,4,707468390
2,4000,50000,1,3,4,725885733
2,2000,50000,2,2,3,569190079
2,3000,50000,2,2,3,669960248
2,4000,50000,2,2,3,607325883
2,2000,50000,1,3,4,722280427
2,3000,50000,1,3,4,769901035
2,4000,50000,1,3,4,703335689
2,2000,50000,2,2,3,586840412
2,3000,50000,2,2,3,672464975
2,4000,50000,2,2,3,569416669
2,2000,50000,1,3,4,766595348
2,3000,50000,1,3,4,709146103
2,4000,50000,1,3,4,697413558
2,2000,50000,2,2,3,678135252
2,3000,50000,2,2,3,674465599
2,4000,50000,2,2,3,583796843
2,2000,50000,1,3,4,706595584
2,3000,50000,1,3,4,759769620
2,4000,50000,1,3,4,752512425
2,2000,50000,2,2,3,569931826
2,3000,50000,2,2,3,615015732
2,4000,50000,2,2,3,584432400
2,2000,50000,1,3,4,732909233
2,3000,50000,1,3,4,717994166
2,4000,50000,1,3,4,740872253
2,2000,50000,2,2,3,592749910
2,3000,50000,2,2,3,625733753
2,4000,50000,2,2,3,594168663
2,2000,50000,1,3,4,706342545
2,3000,50000,1,3,4,749732552
2,4000,50000,1,3,4,739125063
2,2000,50000,2,2,3,629877507
2,3000,50000,2,2,3,583466432
2,4000,50000,2,2,3,624361976
2,2000,50000,1,3,4,775319456
2,3000,50000,1,3,4,797385925
2,4000,50000,1,3,4,685383367
2,2000,40000,2,2,3,504244022
2,3000,40000,2,2,3,538705043
2,4000,40000,2,2,3,460147007
2,2000,40000,1,3,4,588358249
2,3000,40000,1,3,4,590136625
2,4000,40000,1,3,4,607544578
2,2000,40000,2,2,3,475209715
2,3000,40000,2,2,3,565676750
2,4000,40000,2,2,3,455434804
2,2000,40000,1,3,4,615897221
2,3000,40000,1,3,4,692126985
2,4000,40000,1,3,4,627495549
2,2000,40000,2,2,3,470239341
2,3000,40000,2,2,3,463605465
2,4000,40000,2,2,3,444362291
2,2000,40000,1,3,4,618489584
2,3000,40000,1,3,4,654739244
2,4000,40000,1,3,4,616404482
2,2000,40000,2,2,3,537605647
2,3000,40000,2,2,3,461732742
2,4000,40000,2,2,3,493157298
2,2000,40000,1,3,4,594216034
2,3000,40000,1,3,4,623459168
2,4000,40000,1,3,4,594173795
2,2000,40000,2,2,3,483530778
2,3000,40000,2,2,3,492601087
2,4000,40000,2,2,3,484857947
2,2000,40000,1,3,4,635834771
2,3000,40000,1,3,4,592216200
2,4000,40000,1,3,4,638114882
2,2000,40000,2,2,3,515997884
2,3000,40000,2,2,3,466857071
2,4000,40000,2,2,3,451000904
2,2000,40000,1,3,4,597602252
2,3000,40000,1,3,4,594420518
2,4000,40000,1,3,4,657311475
2,2000,40000,2,2,3,519135010
2,3000,40000,2,2,3,503486486
2,4000,40000,2,2,3,493828384
2,2000,40000,1,3,4,655488491
2,3000,40000,1,3,4,599734329
2,4000,40000,1,3,4,635569890
2,2000,40000,2,2,3,451329736
2,3000,40000,2,2,3,453077321
2,4000,40000,2,2,3,468171214
2,2000,40000,1,3,4,589902930
2,3000,40000,1,3,4,653603925
2,4000,40000,1,3,4,583294713
2,2000,40000,2,2,3,479859151
2,3000,40000,2,2,3,581221060
2,4000,40000,2,2,3,458175990
2,2000,40000,1,3,4,576785580
2,3000,40000,1,3,4,588787744
2,4000,40000,1,3,4,560706771
2,2000,30000,2,2,3,354256852
2,3000,30000,2,2,3,356171419
2,4000,30000,2,2,3,385193490
2,2000,30000,1,3,4,546873335
2,3000,30000,1,3,4,459130511
2,4000,30000,1,3,4,473064215
2,2000,30000,2,2,3,388788534
2,3000,30000,2,2,3,371903238
2,4000,30000,2,2,3,338960845
2,2000,30000,1,3,4,465650696
2,3000,30000,1,3,4,480582345
2,4000,30000,1,3,4,498479005
2,2000,30000,2,2,3,369443118
2,3000,30000,2,2,3,388585629
2,4000,30000,2,2,3,347428362
2,2000,30000,1,3,4,479625850
2,3000,30000,1,3,4,486061953
2,4000,30000,1,3,4,470283553
2,2000,30000,2,2,3,361671160
2,3000,30000,2,2,3,407098503
2,4000,30000,2,2,3,352212806
2,2000,30000,1,3,4,464440374
2,3000,30000,1,3,4,481845169
2,4000,30000,1,3,4,470371584
2,2000,30000,2,2,3,374962597
2,3000,30000,2,2,3,383847372
2,4000,30000,2,2,3,347294935
2,2000,30000,1,3,4,476944272
2,3000,30000,1,3,4,524353686
2,4000,30000,1,3,4,478425397
2,2000,30000,2,2,3,369209027
2,3000,30000,2,2,3,400885438
2,4000,30000,2,2,3,378356315
2,2000,30000,1,3,4,478840286
2,3000,30000,1,3,4,462758713
2,4000,30000,1,3,4,459417893
2,2000,30000,2,2,3,379128852
2,3000,30000,2,2,3,378452636
2,4000,30000,2,2,3,371515587
2,2000,30000,1,3,4,489110654
2,3000,30000,1,3,4,539916548
2,4000,30000,1,3,4,497269078
2,2000,30000,2,2,3,362108944
2,3000,30000,2,2,3,360030949
2,4000,30000,2,2,3,424545932
2,2000,30000,1,3,4,497754233
2,3000,30000,1,3,4,464533537
2,4000,30000,1,3,4,452171750
2,2000,30000,2,2,3,352197015
2,3000,30000,2,2,3,389304874
2,4000,30000,2,2,3,350428113
2,2000,30000,1,3,4,482685605
2,3000,30000,1,3,4,474737981
2,4000,30000,1,3,4,513955416
2,2000,30000,2,2,3,400004342
2,3000,30000,2,2,3,375999621
2,4000,30000,2,2,3,382934695
2,2000,30000,1,3,4,499797096
2,3000,30000,1,3,4,472077325
2,4000,30000,1,3,4,492536742
2,2000,20000,2,2,3,250702469
2,3000,20000,2,2,3,241486099
2,4000,20000,2,2,3,240050371
2,2000,20000,1,3,4,352952578
2,3000,20000,1,3,4,364333395
2,4000,20000,1,3,4,342744975
2,2000,20000,2,2,3,264346817
2,3000,20000,2,2,3,246807411
2,4000,20000,2,2,3,292532005
2,2000,20000,1,3,4,401145977
2,3000,20000,1,3,4,358930763
2,4000,20000,1,3,4,337019433
2,2000,20000,2,2,3,278210255
2,3000,20000,2,2,3,259361442
2,4000,20000,2,2,3,235053549
2,2000,20000,1,3,4,349811110
2,3000,20000,1,3,4,351008799
2,4000,20000,1,3,4,328794692
2,2000,20000,2,2,3,253478393
2,3000,20000,2,2,3,241156083
2,4000,20000,2,2,3,240263539
2,2000,20000,1,3,4,370629360
2,3000,20000,1,3,4,358485084
2,4000,20000,1,3,4,333205301
2,2000,20000,2,2,3,277652070
2,3000,20000,2,2,3,255564285
2,4000,20000,2,2,3,267530525
2,2000,20000,1,3,4,390727575
2,3000,20000,1,3,4,349123049
2,4000,20000,1,3,4,328025312
2,2000,20000,2,2,3,303509776
2,3000,20000,2,2,3,272174435
2,4000,20000,2,2,3,248768954
2,2000,20000,1,3,4,354745955
2,3000,20000,1,3,4,351741861
2,4000,20000,1,3,4,344199652
2,2000,20000,2,2,3,336455723
2,3000,20000,2,2,3,255268611
2,4000,20000,2,2,3,230545829
2,2000,20000,1,3,4,357668334
2,3000,20000,1,3,4,359201962
2,4000,20000,1,3,4,322873745
2,2000,20000,2,2,3,267127084
2,3000,20000,2,2,3,291565247
2,4000,20000,2,2,3,260244906
2,2000,20000,1,3,4,360232669
2,3000,20000,1,3,4,355436777
2,4000,20000,1,3,4,408870563
2,2000,20000,2,2,3,273832016
2,3000,20000,2,2,3,244660332
2,4000,20000,2,2,3,236468354
2,2000,20000,1,3,4,357940716
2,3000,20000,1,3,4,357734653
2,4000,20000,1,3,4,337405900
2,2000,20000,2,2,3,259503160
2,3000,20000,2,2,3,275139843
2,4000,20000,2,2,3,241750980
2,2000,20000,1,3,4,366849965
2,3000,20000,1,3,4,367589343
2,4000,20000,1,3,4,328512441
2,2000,20000,2,2,3,299656957
2,3000,20000,2,2,3,319933602
2,4000,20000,2,2,3,248868827
2,2000,20000,1,3,4,401818641
2,3000,20000,1,3,4,416394614
2,4000,20000,1,3,4,338932421
2,2000,10000,2,2,3,145529585
2,3000,10000,2,2,3,135270270
2,4000,10000,2,2,3,133058057
2,2000,10000,1,3,4,195705054
2,3000,10000,1,3,4,176887427
2,4000,10000,1,3,4,143919770
2,2000,10000,2,2,3,144933504
2,3000,10000,2,2,3,135197635
2,4000,10000,2,2,3,116626730
2,2000,10000,1,3,4,201952858
2,3000,10000,1,3,4,163810343
2,4000,10000,1,3,4,143095914
2,2000,10000,2,2,3,223802606
2,3000,10000,2,2,3,139260069
2,4000,10000,2,2,3,167959230
2,2000,10000,1,3,4,189608442
2,3000,10000,1,3,4,169736026
2,4000,10000,1,3,4,146803858
2,2000,10000,2,2,3,152198989
2,3000,10000,2,2,3,137973165
2,4000,10000,2,2,3,160334122
2,2000,10000,1,3,4,269599441
2,3000,10000,1,3,4,219492265
2,4000,10000,1,3,4,140080768
2,2000,10000,2,2,3,147695217
2,3000,10000,2,2,3,139772463
2,4000,10000,2,2,3,126657482
2,2000,10000,1,3,4,205672250
2,3000,10000,1,3,4,198008850
2,4000,10000,1,3,4,142709053
2,2000,10000,2,2,3,152584270
2,3000,10000,2,2,3,149492541
2,4000,10000,2,2,3,131731677
2,2000,10000,1,3,4,197540275
2,3000,10000,1,3,4,173641349
2,4000,10000,1,3,4,173740433
2,2000,10000,2,2,3,181017760
2,3000,10000,2,2,3,166036372
2,4000,10000,2,2,3,115804454
2,2000,10000,1,3,4,196961168
2,3000,10000,1,3,4,177198496
2,4000,10000,1,3,4,144459402
2,2000,10000,2,2,3,202594732
2,3000,10000,2,2,3,160751773
2,4000,10000,2,2,3,147731534
2,2000,10000,1,3,4,225235965
2,3000,10000,1,3,4,181553839
2,4000,10000,1,3,4,155182160
2,2000,10000,2,2,3,148549469
2,3000,10000,2,2,3,137168652
2,4000,10000,2,2,3,130261999
2,2000,10000,1,3,4,277509168
2,3000,10000,1,3,4,197471192
2,4000,10000,1,3,4,162217108
2,2000,10000,2,2,3,193359809
2,3000,10000,2,2,3,143445273
2,4000,10000,2,2,3,148684476
2,2000,10000,1,3,4,218815653
2,3000,10000,1,3,4,171523877
2,4000,10000,1,3,4,169429301
2,2000,10000,2,2,3,171455189
2,3000,10000,2,2,3,139431788
2,4000,10000,2,2,3,123890242
2,2000,10000,1,3,4,214987308
2,3000,10000,1,3,4,184249628
2,4000,10000,1,3,4,268184241
2,2000,10000,2,2,3,179368075
2,3000,10000,2,2,3,144057539
2,4000,10000,2,2,3,136249659
2,2000,10000,1,3,4,236578492
2,3000,10000,1,3,4,169873401
2,4000,10000,1,3,4,140677243
