262144,1,2362366
262144,1,896365
262144,1,1071275
262144,1,632074
262144,1,1009266
262144,1,912615
262144,1,945118
262144,1,135567
262144,1,126158
262144,1,124020
262144,1,130862
262144,1,124020
262144,1,123592
262144,1,123164
262144,1,123593
262144,1,123592
262144,1,123592
262144,1,123164
262144,1,151817
262144,1,123592
262144,1,124020
262144,1,123593
262144,1,123592
262144,1,123592
262144,1,123165
262144,1,123592
262144,1,127014
262144,1,124876
262144,1,123592
262144,1,123592
262144,1,123592
262144,1,123592
262144,1,123592
262144,1,124875
262144,1,142836
262144,1,176194
262144,1,150107
262144,1,123592
262144,1,123164
262144,1,123164
262144,1,123164
262144,1,127442
262144,1,123592
262144,1,123164
262144,1,123165
262144,1,123165
262144,1,123165
262144,1,123165
262144,1,123165
262144,1,141982
262144,1,177049
262144,1,200570
262144,1,179615
262144,1,189878
262144,1,214683
262144,1,127441
262144,1,127441
262144,1,124875
262144,1,126158
262144,1,125303
262144,1,124448
262144,1,125303
262144,1,129151
262144,1,125303
262144,2,8515037
262144,2,2051032
262144,2,7921024
262144,2,1944547
262144,2,2790021
262144,2,952815
262144,2,1003706
262144,2,827512
262144,2,796721
262144,2,691518
262144,2,644476
262144,2,437064
262144,2,561938
262144,2,598716
262144,2,516607
262144,2,616251
262144,2,470421
262144,2,623949
262144,2,491376
262144,2,538846
262144,2,452459
262144,2,584176
262144,2,480684
262144,2,466144
262144,2,537563
262144,2,468282
262144,2,600427
262144,2,529009
262144,2,576052
262144,2,592302
262144,2,468709
262144,2,599144
262144,2,688952
262144,2,596151
262144,2,601711
262144,2,648753
262144,2,623949
262144,2,752245
262144,2,914754
262144,2,635923
262144,2,560655
262144,2,558089
262144,2,484105
262144,2,601711
262144,2,539273
262144,2,483250
262144,2,591019
262144,2,635923
262144,2,511475
262144,2,462723
262144,2,614968
262144,2,617533
262144,2,496507
262144,2,481112
262144,2,644049
262144,2,584177
262144,2,546970
262144,2,560655
262144,2,515324
262144,2,522595
262144,2,620100
262144,2,565787
262144,2,572630
262144,2,591874
262144,3,761226
262144,3,628653
262144,3,557662
262144,3,529864
262144,3,495652
262144,3,548253
262144,3,629508
262144,3,580328
262144,3,526016
262144,3,537563
262144,3,581183
262144,3,546116
262144,3,553813
262144,3,667569
262144,3,651318
262144,3,605559
262144,3,717178
262144,3,617106
262144,3,708197
262144,3,879259
262144,3,568353
262144,3,660300
262144,3,600855
262144,3,793728
262144,3,573485
262144,3,517035
262144,3,523022
262144,3,520029
262144,3,532858
262144,3,519173
262144,3,520456
262144,3,543122
262144,3,599145
262144,3,648753
